Food Name,Energy (KJ/100g),Sugars (g/100g),Saturated Fat (g/100g),Salt (g/100g),Proteins (g/100g),Fiber (g/100g),Fruit/Veg (%),Nutri-Score,Ecoscore
La Madeleine Pur beurre,0.5043243243243243,0.26,0.2807017543859649,0.05325443786982249,0.10015174506828527,0.017910447761194027,0.0,1,49
beurre,0.8278378378378378,0.01,1.0,0.001775147928994083,0.01062215477996965,0.0,0.0,1,25
President emmental coeur de meule 250g,0.41405405405405404,0.005,0.3684210526315789,0.03550295857988166,0.40971168437025796,0.0,0.0,2,42
Le Goût Primeur format familial,0.23,0.03,0.23157894736842102,0.07100591715976332,0.125948406676783,0.0,0.0,2,50
Crunchy Peanut Butter,0.7189189189189189,0.038,0.13859649122807016,0.0591715976331361,0.4203338391502276,1.0,0.0,3,38
POM'POTES Compotes Gourdes Pomme Nature 1x90g,0.06945945945945946,0.11,0.0035087719298245615,0.000591715976331361,0.007587253414264036,0.019402985074626865,0.0,5,89
Muesli avoine chocolat bio,0.4437837837837838,0.087,0.06666666666666667,0.00591715976331361,0.18209408194233687,0.14925373134328357,0.0,5,87
Orangensaft,0.04918918918918919,0.08900000000000001,0.0,0.0,0.012139605462822459,0.008955223880597014,1.0,3,47
Biscuits Germe de Blé et Pépites de Chocolat,0.5286486486486487,0.21,0.04912280701754385,0.04082840236686391,0.13808801213960545,0.0626865671641791,0.0,3,56
Sirop d'agave,0.3554054054054054,0.73,0.0,0.004289940828402367,0.0,0.0,0.0,2,49
Pain grillé Pelletier,0.44,0.025,0.03508771929824561,0.10650887573964497,0.18209408194233687,0.013432835820895522,0.0,2,75
Pain AMS 7 céréales,0.3164864864864865,0.05,0.012280701754385963,0.06686390532544378,0.16236722306525037,0.09701492537313433,0.0,5,84
Pain de mie Bio grandes tranches céréales & graines 500g,0.34216216216216216,0.055999999999999994,0.014035087719298246,0.07100591715976332,0.13353566009104703,0.0791044776119403,0.0,5,91
Le Choco,0.45351351351351354,0.658,0.07368421052631578,0.007100591715976332,0.10318664643399088,0.13582089552238805,0.0,4,-20
Chocolat noir 47% et pointe de fleur de sel,0.5945945945945946,0.47000000000000003,0.3333333333333333,0.021893491124260357,0.08649468892261002,0.0,0.0,1,27
Kiri-Käse,0.34054054054054056,0.02,0.3403508771929824,0.07692307692307693,0.13657056145675264,0.0,0.0,2,56
Ice tea,0.015135135135135135,0.03,0.0,0.001775147928994083,0.0,0.0,0.0,3,62
Biscuits pavot citron,0.5148648648648648,0.16,0.024561403508771926,0.021301775147928994,0.13505311077389984,0.07462686567164178,0.0,4,61
Barista Hafer,0.06945945945945946,0.034,0.005263157894736842,0.00591715976331361,0.01669195751138088,0.011940298507462687,0.0,4,63
Basilico 400g eu,0.07243243243243243,0.059000000000000004,0.005263157894736842,0.05325443786982249,0.024279210925644917,0.02835820895522388,0.88,5,91
Nocciolata,0.6135135135135136,0.51,0.09999999999999999,0.007396449704142012,0.12291350531107738,0.05373134328358209,0.0,2,62
American Sandwich Nature,0.31675675675675674,0.077,0.007017543859649123,0.06508875739644972,0.11532625189681334,0.058208955223880594,0.0,4,76
Fraise Intense,0.18594594594594596,0.39,0.0,0.0,0.007587253414264036,0.023880597014925373,0.67,3,73
Doce Extra Morango,0.2724324324324324,0.5770000000000001,0.0017543859649122807,0.000591715976331361,0.0015174506828528073,0.007462686567164179,0.0,2,63
Grilletines blé complet,0.4756756756756757,0.073,0.03508771929824561,0.051479289940828406,0.19726858877086492,0.1,0.0,4,79
Pâte à tartiner noisette du Lot et Garonne cacao,0.6235135135135135,0.55,0.05263157894736842,0.007692307692307693,0.13050075872534142,0.0,0.0,2,45
Chipster,0.5343243243243243,0.006999999999999999,0.1614035087719298,0.1775147928994083,0.06525037936267071,0.05970149253731343,0.0,1,61
Mango Ohne Zuckerzusatz,0.07081081081081081,0.054000000000000006,0.007017543859649123,0.01183431952662722,0.05614567526555387,0.014925373134328358,0.0,5,80
Jus de citron à base de concentré,0.031621621621621625,0.022000000000000002,0.0017543859649122807,0.000591715976331361,0.006069802731411229,0.007462686567164179,0.0,4,32
Orange Citron à diluer,0.1854054054054054,0.36700000000000005,0.0,0.000591715976331361,0.004552352048558421,0.0,0.0,2,93
Seed Sensations,0.31351351351351353,0.0409,0.011964912280701755,0.05514792899408285,0.15174506828528073,0.08477611940298507,0.0,5,78
Biscuits petit déjeuner moelleux aux pépites de chocolat,0.45351351351351354,0.2,0.056140350877192984,0.03372781065088757,1.0,0.10298507462686568,0.0,3,63
Goûter 4S Saveur pommes,0.5810810810810811,0.122,0.029298245614035084,0.006568047337278107,0.13823975720789072,0.09119402985074627,0.0,5,55
Fibra,0.48702702702702705,0.005,0.02982456140350877,0.038461538461538464,0.09256449165402122,0.13880597014925375,0.0,4,54
SKYR,0.06594594594594595,0.039,0.0017543859649122807,0.00591715976331361,0.15174506828528073,0.0,0.0,5,76
Calin Extra,0.09297297297297298,0.066,0.03859649122807018,0.007692307692307693,0.08649468892261002,0.0,0.0,4,83
Tartimiel® Lune de Miel® doseur 250 g,0.3618918918918919,0.8,0.0,2.958579881656805e-06,0.0,0.0,0.0,2,76
"Alpro Joghurtalternative auf Sojabasis, Natur mit Mandeln, 500 g, 31",0.06108108108108108,0.022000000000000002,0.007017543859649123,0.014792899408284025,0.05918057663125948,0.016417910447761194,0.0,5,89
Pim's Sinaasappel,0.45135135135135135,0.48,0.10175438596491228,0.026035502958579884,0.05007587253414263,0.03731343283582089,0.0,2,49
Thon entier au naturel Albacore,0.12486486486486487,0.0,0.008771929824561403,0.0591715976331361,0.3793626707132018,0.0,0.0,4,35
Muesli Croustillant Noix de pécan & noix du Brésil,0.4748648648648649,0.13,0.031578947368421054,0.014201183431952664,0.16691957511380878,0.19402985074626866,0.0,5,62
BARILLA PENE ολικης,0.3962162162162162,0.035,0.008771929824561403,0.000591715976331361,0.19726858877086492,0.11940298507462686,0.0,5,82
Mikado chocolat au lait,0.5491891891891892,0.33,0.19298245614035087,0.04733727810650888,0.10318664643399088,0.04925373134328358,0.0,1,32
Pain au lait bio x8 280g,0.3927027027027027,0.087,0.021052631578947368,0.05325443786982249,0.14264036418816387,0.035820895522388055,0.0,4,91
Tartines craquantes Sarrasin,0.41405405405405404,0.01,0.012280701754385963,0.03372781065088757,0.16691957511380878,0.06716417910447761,0.0,5,95
Jambon Le Bon Paris,0.1218918918918919,0.005,0.022807017543859647,0.10650887573964497,0.3186646433990895,0.007462686567164179,0.0,3,24
Biscottes Pleine vie Sans sel ajouté,0.4602702702702703,0.05,0.04736842105263158,0.001775147928994083,0.18209408194233687,0.05373134328358209,0.0,4,80
Leerdammer original 8 tranches 200g,0.3945945945945946,0.001,0.32456140350877194,0.08875739644970415,0.39453717754172984,0.0,0.0,2,35
Organic - Lightly Salted - Wholegrain Low Fat - Rice Cakes imp,0.4454054054054054,0.005,0.012280701754385963,0.017455621301775148,0.12898330804248861,0.0,0.0,4,69
Tartines craquantes sarrasin,0.4183783783783784,0.015,0.007017543964218596,0.028402366229062722,0.18209408194233687,0.05223880597014925,0.0,5,95
Nesquik,0.4416216216216216,0.751,0.028070175438596492,0.0242603550295858,0.07738998482549315,0.11492537313432837,0.0,4,1
candia,0.0472972972972973,0.048,0.010526315789473684,0.00591715976331361,0.05007587253414263,0.0,0.0,5,59
Brioche Tranchée Recette Classique,0.3918918918918919,0.15,0.07543859649122807,0.06508875739644972,0.12139605462822457,0.07462686567164178,0.0,3,49
La vache qui rit,0.25810810810810814,0.06,0.21052631578947367,0.10059171597633136,0.16691957511380878,0.0,0.0,2,38
Chocolat noir Equateur Bio,0.7137837837837838,0.14,0.5964912280701754,0.000591715976331361,0.13657056145675264,0.17164179104477612,0.0,2,49
"Fruits, amandes et noisettes",0.40702702702702703,0.17600000000000002,0.017543859649122806,0.001183431952662722,0.14415781487101667,0.1537313432835821,0.0,5,86
P'tit Nature Complet,0.47297297297297297,0.2,0.014035087719298246,0.026627218934911243,0.11532625189681334,0.11343283582089551,0.0,4,70
St Hubert Omega 3 Sans Huile de Palme 500g Doux,0.52,0.0,0.2982456140350877,0.02485207100591716,0.0,0.0,0.0,3,62
Penne Rigate N°73,0.4110810810810811,0.035,0.008771929824561403,0.000591715976331361,0.19726858877086492,0.04477611940298507,0.0,5,73
Biscottes Sans sucres ajoutés Blé complet,0.43702702702702706,0.034,0.012280701754385963,0.06508875739644972,0.212443095599393,0.1791044776119403,0.0,5,99
Captain Rondo Cacao,0.5305405405405406,0.3,0.17543859649122806,0.019526627218934913,0.09559939301972685,0.05671641791044776,0.0,2,56
Ratatouille cuisinée à la Provençale,0.0927027027027027,0.057999999999999996,0.012280701754385963,0.03668639053254438,0.02276176024279211,0.03134328358208955,0.0,5,72
Kiri® Crème 12 portions,0.34054054054054056,0.02,0.3403508771929824,0.07692307692307693,0.13657056145675264,0.0,0.0,2,48
Café moulu pur arabica des petits producteurs,0.0,0.0,0.0,0.0,0.0018209408194233686,0.0,0.0,4,6
HIPRO 15g protéines,0.07270270270270271,0.08,0.014035087719298246,0.005177514792899409,0.060698027314112286,0.0,0.0,5,71
Le moelleux,0.12783783783783784,0.026000000000000002,0.007017543859649123,0.09467455621301776,0.10318664643399088,0.0,0.0,3,24
Goûter aux raisins,0.49108108108108106,0.21,0.022807017543859647,0.0,0.14264036418816387,0.0955223880597015,0.0,4,63
Lait 100 % français Matin Léger® Demi-Écrémé,0.04918918918918919,0.048,0.014035087719298246,0.00591715976331361,0.05007587253414263,0.0,0.0,5,50
Čokoláda,0.6151351351351352,0.456,0.38596491228070173,0.000591715976331361,0.07283763277693474,0.0,0.0,1,47
bjorg avoine bio,0.050540540540540545,0.04,0.005263157894736842,0.0053254437869822485,0.007587253414264036,0.007462686567164179,0.0,4,82
"Alpro Fermentiertes Sojaprodukt, Ungesüßt 500g",0.04783783783783784,0.0,0.007017543859649123,0.014201183431952664,0.060698027314112286,0.013432835820895522,0.0,5,81
Cracotte Gourmande,0.44,0.12,0.017543859649122806,0.08284023668639054,0.18209408194233687,0.0417910447761194,0.0,3,66
Pringles,0.6037837837837838,0.013999999999999999,0.05964912280701754,0.08284023668639054,0.05766312594840667,0.03880597014925373,0.0,2,72
Pistaches de Californie,0.6837837837837838,0.055999999999999994,0.11052631578947368,0.08757396449704143,0.4021244309559939,0.11343283582089551,0.0,3,47
saveur pêche ici tea,0.015135135135135135,0.03,0.0,0.001775147928994083,0.0,0.0,0.0,3,63
Peanut butter Creamy,0.6705405405405406,0.094,0.16491228070175437,0.06405325443786983,0.3490136570561456,0.10298507462686568,0.0,3,40
Excellence Noir Orange Intense Aux amandes effilées,0.6024324324324325,0.46,0.2982456140350877,0.004733727810650888,0.1062215477996965,0.0,0.0,1,70
Wraps,0.34162162162162163,0.021,0.021052631578947368,0.0591715976331361,0.13808801213960545,0.023880597014925373,0.0,4,76
Tofoo Naked,0.16324324324324324,0.001,0.021052631578947368,0.003550295857988166,0.2503793626707132,0.02835820895522388,0.0,5,101
Fitness Nature Céréales complètes,0.42162162162162165,0.083,0.010526315789473684,0.03313609467455622,0.14871016691957512,0.12686567164179105,0.0,5,31
Petites Madeleines pépites chocolat,0.5118918918918919,0.3,0.06140350877192982,0.04497041420118344,0.08345978755690439,0.017910447761194027,0.0,2,42
Haselnusskerne geröstet,0.8045945945945946,0.035,0.11929824561403508,0.001775147928994083,0.21699544764795142,0.12238805970149252,0.0,5,20
St hubert omega 3 255 g doux,0.52,0.0,0.2631578947368421,0.02485207100591716,0.0,0.0,0.0,3,10
Czekolada gorzka 95%,0.662972972972973,0.023,0.5438596491228069,0.001775147928994083,0.1896813353566009,0.14925373134328357,0.0,2,34
"chocolat Noir Délicat Doux 85,% cacao",0.6827027027027027,0.14,0.5789473684210527,0.0014792899408284025,0.13505311077389984,0.0,0.0,1,38
Biscuit complet au germe de blé,0.4945945945945946,0.19,0.020877192982456137,0.01408284023668639,0.12640364188163883,0.10656716417910447,0.0,3,52
Multivitamin Capri-Sun,0.03513513513513514,0.073,0.0,0.0,0.0,0.0,0.0,1,45
Knusper Müsli Schoko,0.5081081081081081,0.13699999999999998,0.10175438596491228,0.0242603550295858,0.16540212443095598,0.13582089552238805,0.0,3,94
petit déjeuner miel et pépites de chocolat,0.5037837837837837,0.28,0.043859649122807015,0.04082840236686391,0.11077389984825492,0.08507462686567165,0.0,2,81
Yaos le yaourt à la Grecque,0.11351351351351352,0.035,0.09298245614035087,0.007100591715976332,0.04704097116843702,0.0,0.0,3,71
Belvita original  - Biscuits petit déjeuner miel & pépites de chocolat,0.5037837837837837,0.28,0.043859649122807015,0.04082840236686391,0.11077389984825492,0.08507462686567165,0.0,2,45
Cacahuetes 100%,0.6913513513513514,0.036000000000000004,0.11929824561403508,0.001183431952662722,0.4552352048558421,0.14776119402985075,0.0,5,48
Olive oil spread,0.597027027027027,0.005,0.2807017543859649,0.06508875739644972,0.007587253414264036,0.0,0.0,2,62
Dark Rye Crispbread,0.3902702702702703,0.03,0.0035087719298245615,0.04378698224852071,0.12898330804248861,0.22686567164179103,0.0,5,82
Yaos Yaourt à la Grecque Nature 4 x 150g,0.11351351351351352,0.035,0.09298245614035087,0.007100591715976332,0.04704097116843702,0.0,0.0,3,70
Goûter pépites de chocolat,0.5124324324324324,0.2,0.06491228070175438,0.015976331360946748,0.11077389984825492,0.07611940298507462,0.0,3,52
Quaker Rolled Oats,0.422972972972973,0.011000000000000001,0.02631578947368421,0.0,0.16691957511380878,0.13432835820895522,0.0,5,76
Tomate frito,0.08675675675675676,0.069,0.005263157894736842,0.0591715976331361,0.02276176024279211,0.0,0.0,3,91
Biscottes Forme+,0.44513513513513514,0.069,0.04035087719298245,0.0834319526627219,0.22761760242792106,0.11641791044776119,0.0,3,79
le bio pour toute la famille multifruit,0.04297297297297297,0.08199999999999999,0.0,0.0,0.0,0.0,0.6,1,54
L'original tartare ail & fines herbes,0.3878378378378378,0.023,0.4298245614035088,0.06508875739644972,0.1062215477996965,0.0,0.0,2,50
Oreo,0.5397297297297298,0.38,0.09473684210526316,0.04319526627218935,0.08042488619119878,0.04029850746268657,0.0,1,32
Pain de mie grandes tranches Toastiligne complet,0.25756756756756755,0.027999999999999997,0.015789473684210527,0.05798816568047337,0.15174506828528073,0.09253731343283582,0.0,5,70
TUC Original,0.5575675675675675,0.11,0.02982456140350877,0.10177514792899409,0.13353566009104703,0.0417910447761194,0.0,2,67
La paille d’or aux framboises,0.41594594594594597,0.53,0.0035087719298245615,0.007100591715976332,0.06525037936267071,0.035820895522388055,0.0,2,57
Green and Black's Organic 70% Dark Chocolate Bar,0.6559459459459459,0.29,0.43859649122807015,0.0,0.13808801213960545,0.14925373134328357,0.0,2,40
Oreo o's,0.4375675675675676,0.27,0.017543859649122806,0.02958579881656805,0.11380880121396053,0.058208955223880594,0.0,3,19
La bûche fondante,0.3081081081081081,0.005,0.2807017543859649,0.08875739644970415,0.25796661608497723,0.0,0.0,2,40
Lait uht 1/2 écrémé,0.05324324324324324,0.048,0.017543859649122806,0.00591715976331361,0.05007587253414263,0.0,0.0,5,56
Extra moelleux nature,0.3248648648648649,0.065,0.008771929824561403,0.06982248520710059,0.12291350531107738,0.07462686567164178,0.0,5,83
Le Beurre Tendre Demi-Sel Barquette,0.8059459459459459,0.006999999999999999,0.9824561403508771,0.1183431952662722,0.009104704097116842,0.0,0.0,1,32
Pago Ace - Orange - Carotte - Citron,0.04540540540540541,0.092,0.0017543859649122807,0.0,0.007587253414264036,0.0,0.0,1,25
Krisprolls complets,0.45594594594594595,0.07,0.03684210526315789,0.09467455621301776,0.18209408194233687,0.11492537313432837,0.0,3,95
NATURAL YOGURT,0.14297297297297298,0.044000000000000004,0.11789473684210525,0.006035502958579882,0.061911987860394535,0.007164179104477611,0.0,3,82
Céréales All Bran Kellogg's Fibre Plus,0.3783783783783784,0.18,0.012280701754385963,0.05621301775147929,0.212443095599393,0.40298507462686567,0.0,3,40
petit yoplait,0.09837837837837839,0.040999999999999995,0.043859649122807015,0.004437869822485207,0.13657056145675264,0.0014925373134328358,0.0,5,76
Knacki Végétale,0.2964864864864865,0.022000000000000002,0.024561403508771926,0.07692307692307693,0.24279210925644915,0.03134328358208955,0.0,4,76
Sweet & salty nut chocolat noir et mélange de noix,0.5243243243243243,0.233,0.1543859649122807,0.055029585798816574,0.14415781487101667,0.15074626865671642,0.0,2,39
Digestive Avena,0.5394594594594595,0.18,0.04035087719298245,0.06508875739644972,0.11380880121396053,0.10149253731343283,0.0,3,45
Lait noisettes entière,0.6235135135135135,0.43,0.24561403508771928,0.010650887573964497,0.1411229135053111,0.07611940298507462,0.0,1,33
Beurre à teneur réduite en M.G. (60%) doux,0.6083783783783784,0.008,0.7368421052631579,0.002958579881656805,0.015174506828528072,0.0,0.0,2,37
Confiture Fraises,0.2764864864864865,0.59,0.0,0.0,0.006069802731411229,0.017910447761194027,0.5,2,73
Majoneesi,0.8140540540540541,0.013000000000000001,0.10701754385964911,0.06982248520710059,0.01669195751138088,0.0,0.0,2,50
Bueno White,0.6432432432432432,0.439,0.29473684210526313,0.019526627218934913,0.12898330804248861,0.0,0.0,1,12
Carres graines pepites de chocolat,0.5721621621621622,0.289,0.18947368421052632,0.03550295857988166,0.13201820940819423,0.06716417910447761,0.0,1,65
36 Wheat Bisks,0.4027027027027027,0.0447,0.009228070175438596,0.015562130177514795,0.17905918057663125,0.14925373134328357,0.0,5,25
Guacamole,0.16567567567567568,0.013999999999999999,0.06666666666666667,0.08875739644970415,0.028831562974203334,0.07462686567164178,0.0,5,54
Chocolat noir 50% cacao,0.5783783783783784,0.465,0.32982456140350874,0.0034792899408284026,0.0802731411229135,0.12298507462686567,0.0,1,47
Tartine & cuisson doux à tartiner et à cuire,0.63,0.0,0.2982456140350877,0.020710059171597635,0.0,0.0,0.0,3,62
Goûter aux écorces confites,0.5054054054054055,0.2,0.024561403508771926,0.001775147928994083,0.14415781487101667,0.09104477611940298,0.0,4,73
"Muesli bio 36% fruits, noix & graines",0.42405405405405405,0.189,0.04912280701754385,0.001775147928994083,0.1411229135053111,0.12686567164179105,0.0,4,86
Krisprolls,0.492972972972973,0.095,0.022807017543859647,0.03964497041420119,0.15174506828528073,0.04626865671641791,0.0,4,95
Real Mayonnaise,0.8216216216216217,0.013000000000000001,0.11052631578947368,0.08875739644970415,0.01669195751138088,0.0,0.0,1,37
Granola aux fruits,0.44675675675675675,0.154,0.022807017543859647,0.007692307692307693,0.17147192716236723,0.1537313432835821,0.0,5,66
Jambon le bon paris,0.12864864864864864,0.005,0.017543859649122806,0.08284023668639054,0.33383915022761756,0.007462686567164179,0.0,4,19
Taboulé à l’orientale,0.20702702702702702,0.054000000000000006,0.014035087719298246,0.13313609467455623,0.06828528072837632,0.03134328358208955,0.0,3,82
Kinder Cards,0.577027027027027,0.429,0.23684210526315788,0.026331360946745565,0.1745068285280728,0.0,0.0,1,35
Sticks et bretzels d'Alsace,0.4464864864864865,0.032,0.042105263157894736,0.16568047337278108,0.15174506828528073,0.09253731343283582,0.0,2,66
Avena crunchy,0.4445945945945946,0.046,0.017543859649122806,0.01183431952662722,0.19726858877086492,0.16417910447761194,0.0,5,29
NOIR DEGUSTATION 70% CARAMEL,0.6432432432432432,0.35200000000000004,0.38421052631578945,0.009881656804733728,0.10773899848254931,0.14328358208955222,0.0,1,44
Biscuits BIO NUTRI + à l'avoine complet,0.5021621621621621,0.16,0.024561403508771926,0.020710059171597635,0.13808801213960545,0.11194029850746269,0.0,4,74
FuzeTea Thé glacé pêche intense,0.021351351351351352,0.043,0.0,0.001775147928994083,0.0,0.0,0.0,2,55
Organic Natural Yoghurt,0.08054054054054054,0.049,0.043859649122807015,0.007100591715976332,0.0637329286798179,0.0,0.0,4,79
Passierte Tomaten,0.04216216216216216,0.059000000000000004,0.0,0.02366863905325444,0.02579666160849772,0.02835820895522388,0.0,5,91
Mon Taboulé oriental,0.20702702702702702,0.054000000000000006,0.014035087719298246,0.05325443786982249,0.06828528072837632,0.03134328358208955,0.0,4,77
Thé noir saveur pêche blanche,0.022972972972972974,0.047,0.0,0.001775147928994083,0.0,0.0,0.0,2,61
Philadelphia,0.2556756756756757,0.043,0.24561403508771928,0.044378698224852076,0.08194233687405159,0.0029850746268656717,0.0,2,44
Country Crisp - Chocolat noir 70% cacao,0.514054054054054,0.20800000000000002,0.0807017543859649,0.001775147928994083,0.13960546282245825,0.08955223880597014,0.0,3,29
Petit brun extra,0.5018918918918919,0.25,0.10350877192982456,0.04733727810650888,0.10925644916540211,0.043283582089552235,0.0,2,53
Simply nutty muesli,0.4281081081081081,0.142,0.01929824561403509,0.001775147928994083,0.15022761760242792,0.12835820895522387,0.0,5,62
L'original,0.1527027027027027,0.005,0.0017543859649122807,0.000591715976331361,0.07132018209408193,0.03283582089552239,0.0,5,98
Chocolat noir 85% Madagascar,0.6924324324324325,0.14,0.5438596491228069,0.0,0.16691957511380878,0.16417910447761194,0.0,2,49
Classic Barbecue - Smokey & Rich,0.15783783783783784,0.29,0.0017543859649122807,0.07100591715976332,0.013657056145675264,0.0,0.0,2,70
Siggi's Skyr framboise,0.10081081081081081,0.084,0.024561403508771926,0.00591715976331361,0.13505311077389984,0.0,0.0,5,77
Pesto Basilic extra frais,0.3675675675675676,0.035,0.07894736842105263,0.16568047337278108,0.05766312594840667,0.026865671641791045,0.0,2,46
Comté,0.4594594594594595,0.005,0.38596491228070173,0.04733727810650888,0.39453717754172984,0.0,0.0,2,42
Houmous extra - Pois chiches français & graines de sésame,0.3551351351351351,0.003,0.045614035087719294,0.06508875739644972,0.10318664643399088,0.09104477611940298,0.0,5,86
Confiture Abricot INTENSE,0.1854054054054054,0.39,0.0,0.0,0.012139605462822459,0.023880597014925373,0.0,3,80
NESTLE NESQUIK Céréales 450g,0.43108108108108106,0.22399999999999998,0.01929824561403509,0.013017751479289942,0.12898330804248861,0.12835820895522387,0.0,5,30
Granola au chocolat et framboises,0.46216216216216216,0.10099999999999999,0.03859649122807018,0.0,0.1896813353566009,0.15223880597014924,0.0,5,77
Bio biscuits sésame,0.5445945945945946,0.2,0.04035087719298245,0.02958579881656805,0.14567526555386948,0.07014925373134329,0.0,3,74
Multicéréales goût chocolat,0.5278378378378379,0.31,0.0894736842105263,0.034911242603550295,0.09863429438543246,0.06865671641791044,0.0,2,39
Lait de coco,0.20243243243243245,0.022000000000000002,0.2982456140350877,0.001775147928994083,0.030349013657056143,0.007462686567164179,0.0,3,92
Les Galettes Boulgour & Quinoa - Tomate & Paprika,0.21405405405405406,0.038,0.010526315789473684,0.05621301775147929,0.11380880121396053,0.07462686567164178,0.0,5,91
"Gerblé - Sugar Free Coconut Cookie, 132g (4.7oz)",0.48405405405405405,0.0,0.02631578947368421,0.01183431952662722,0.09408194233687404,0.06119402985074626,0.0,5,54
Toblerone,0.597027027027027,0.6,0.2982456140350877,0.007100591715976332,0.0849772382397572,0.035820895522388055,0.0,1,70
AMORA Ketchup Flacon Souple 550g,0.11189189189189189,0.21,0.0017543859649122807,0.1183431952662722,0.018209408194233685,0.007462686567164179,0.0,2,74
Cassonade pure canne,0.4594594594594595,1.0,0.0,0.0,0.0,0.0,0.0,2,58
Flora Vegan,0.7124324324324325,0.005,0.2807017543859649,0.08284023668639054,0.0015174506828528073,0.0,0.0,2,49
Milk Chocolate,0.6151351351351352,0.094,0.05263157894736842,0.003550295857988166,0.09559939301972685,0.007462686567164179,0.0,3,48
Biscotte gout brioche heudebert,0.49324324324324326,0.12,0.09122807017543859,0.06745562130177514,0.16691957511380878,0.05373134328358209,0.0,2,79
Special Flakes Classic,0.4416216216216216,0.08800000000000001,0.005263157894736842,0.03076923076923077,0.13505311077389984,0.1208955223880597,0.0,5,40
Nocciolata Pâte À Tartiner Au Cacao Et Noisettes,0.6135135135135136,0.51,0.09999999999999999,0.007396449704142012,0.12291350531107738,0.05373134328358209,0.0,2,62
5% Greek Yogurt,0.10513513513513513,0.03,0.06315789473684211,0.00591715976331361,0.13657056145675264,0.0,0.0,5,80
Roggenvollkornbrot,0.23945945945945946,0.039,0.005263157894736842,0.0591715976331361,0.08801213960546281,0.13880597014925375,0.0,5,83
Mints,0.5175675675675676,0.631,0.17543859649122806,0.001183431952662722,0.05311077389984825,0.06716417910447761,0.0,1,44
Chamonix,0.3945945945945946,0.44,0.0017543859649122807,0.000591715976331361,0.060698027314112286,0.023880597014925373,0.0,2,62
Bjorg amande,0.0327027027027027,0.033,0.0035087719298245615,0.08757396449704143,0.0,0.0,0.0,3,88
Galettes Boulgour & Sarrasin à l'Emmental,0.25432432432432434,0.019,0.03684210526315789,0.057692307692307696,0.13353566009104703,0.0626865671641791,0.0,5,83
