Food Name,Energy (KJ/100g),Sugars (g/100g),Saturated Fat (g/100g),Salt (g/100g),Proteins (g/100g),Fiber (g/100g),Fruit/Veg (%),Nutri-Score,Ecoscore
Oat flakes,0.42324324324324325,0.006999999999999999,0.022807017543859647,0.0,0.212443095599393,0.14925373134328357,0.0,5,76
Noir equitable 85% Pérou,0.7121621621621622,0.14,0.5789473684210527,0.0,0.11836115326251896,0.1791044776119403,0.0,2,54
6 Wraps blé complet,0.3324324324324324,0.022400000000000003,0.01807017543859649,1.5562130177514792e-05,0.13869499241274658,0.08238805970149253,0.0,5,78
High Protein Drink Chocolate Flavour,0.07567567567567568,0.052000000000000005,0.0035087719298245615,0.007544378698224853,0.16084977238239756,0.005970149253731343,0.0,5,51
Bastogne,0.5527027027027027,0.4,0.16491228070175437,0.04674556213017752,0.07132018209408193,0.029850746268656716,0.0,1,43
Vitalite Dairy Free Spread,0.5700000000000001,0.0,0.20701754385964913,0.08875739644970415,0.0,0.0,0.0,2,62
Cracotte fibres,0.41621621621621624,0.063,0.01929824561403509,0.08284023668639054,0.16691957511380878,0.16417910447761194,0.0,3,61
Cacao,0.5137837837837838,0.41000000000000003,0.22982456140350876,0.015384615384615385,0.08345978755690439,0.0,0.0,1,32
Palmito L'original,0.6016216216216216,0.21,0.2631578947368421,0.08284023668639054,0.09256449165402122,0.035820895522388055,0.0,1,57
Carottes râpées,0.08945945945945946,0.05,0.007017543859649123,0.05118343195266273,0.015174506828528072,0.0417910447761194,0.0,4,80
Petit Billy Moulé à la main,0.2164864864864865,0.025,0.18421052631578946,0.05325443786982249,0.18209408194233687,0.0,0.0,3,17
Chip Choco zero sin azúcares,0.5164864864864865,0.005,0.10526315789473684,0.03431952662721893,0.08952959028831563,0.05970149253731343,0.0,3,42
Bebida de Avena,0.053513513513513515,0.054000000000000006,0.0017543859649122807,0.001775147928994083,0.024279210925644917,0.01044776119402985,0.0,4,63
Mon Taboulé Oriental,0.20702702702702702,0.054000000000000006,0.014035087719298246,0.05325443786982249,0.06828528072837632,0.03134328358208955,0.0,4,79
Simply Delicious Muesli,0.41621621621621624,0.147,0.01929824561403509,0.001775147928994083,0.14567526555386948,0.13432835820895522,0.0,5,62
Ketchup 5 Ingrédients,0.08432432432432432,0.14,0.0017543859649122807,0.05207100591715977,0.02276176024279211,0.01044776119402985,0.0,3,77
Miel crémeux français & responsable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,91
Nutri+ avoine chocolat,0.5135135135135135,0.17,0.056140350877192984,0.03609467455621302,0.12443095599393017,0.11343283582089551,0.0,3,61
Blanc de poulet,0.11297297297297297,0.005,0.007017543859649123,0.08727810650887576,0.3186646433990895,0.0,0.0,4,22
CHAUSSEE AUX MOINES 340g,0.3418918918918919,0.0,0.3157894736842105,0.09467455621301776,0.30349013657056145,0.0,0.0,2,54
Muesli Bio Superfruits,0.41081081081081083,0.102,0.017543859649122806,0.001775147928994083,0.1699544764795144,0.14029850746268657,0.0,5,86
Mon petit plaisir,0.21972972972972973,0.033,0.20350877192982456,0.07692307692307693,0.125948406676783,0.0,0.0,2,40
Cranberry,0.04513513513513514,0.09300000000000001,0.0,0.0,0.0,0.0,0.27,1,44
galettes riz chocolat noir,0.5516216216216216,0.28,0.22807017543859648,0.000591715976331361,0.10015174506828527,0.0,0.0,1,74
mozzarella,0.2672972972972973,0.01,0.22807017543859648,0.04142011834319527,0.25796661608497723,0.0,0.0,3,52
"Ferrero - Nutella Biscuits Tube, 166g (5.9oz) 20days",0.5832432432432433,0.358,0.20175438596491227,0.03307692307692308,0.11987860394537177,0.0,0.0,1,35
Huile d'olive,1.0,0.0,0.24561403508771928,0.0,0.0,0.0,0.0,3,40
Fourrés chocolat lait noisettes,0.591891891891892,0.28,0.13333333333333333,0.03313609467455622,0.12139605462822457,0.05970149253731343,0.0,2,70
Huile d'olive vierge extra Bio Classico,0.9118918918918919,0.0,0.24561403508771928,0.0,0.0,0.0,0.0,3,58
Petit Cookies Pépites de chocolat,0.5767567567567567,0.35000000000000003,0.2982456140350877,0.026035502958579884,0.11077389984825492,0.05373134328358209,0.0,1,52
Pâte à tartiner chocolat noisette,0.6283783783783784,0.52,0.0982456140350877,0.003550295857988166,0.09408194233687404,0.04925373134328358,0.0,2,63
Sainte-Maure,0.3264864864864865,0.01,0.2807017543859649,0.08875739644970415,0.30349013657056145,0.0,0.0,2,40
M&M's peanut,0.591891891891892,0.53,0.19298245614035087,0.006508875739644971,0.14871016691957512,0.0,0.0,1,16
Beurre de cacahuètes,0.6727027027027027,0.059000000000000004,0.15087719298245614,0.04082840236686391,0.44006069802731407,0.1253731343283582,0.0,3,66
Citron Vert,0.025135135135135135,0.008,0.0,0.000591715976331361,0.0030349013657056147,0.0,0.0,3,93
Orange juice,0.0445945945945946,0.09300000000000001,0.0,0.004733727810650888,0.0,0.07462686567164178,0.0,2,51
Ice Tea Pêche,0.015135135135135135,0.03,0.0,0.001775147928994083,0.0,0.0,0.0,3,70
Huile Isio 4,1.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,3,60
Thé vert saveur menthe,0.015945945945945946,0.033,0.0,0.001775147928994083,0.0,0.0,0.0,3,98
Confiture fraise -30% de sucres,0.18864864864864866,0.4,0.0,0.0,0.004552352048558421,0.016417910447761194,0.5,3,71
Galettes riz complet Bio,0.4335135135135135,0.006,0.012280701754385963,0.014792899408284025,0.13201820940819423,0.05373134328358209,0.0,5,68
Crème sous pression à la vanille  250g,0.3543243243243243,0.11,0.3684210526315789,0.004142011834319528,0.03186646433990895,0.0,0.0,2,65
Le  goût primeur,0.23243243243243245,0.03,0.22807017543859648,0.06982248520710059,0.12898330804248861,0.0,0.0,2,49
Petit écolier chocolat noir,0.5678378378378378,0.36,0.2807017543859649,0.03313609467455622,0.09711684370257967,0.06567164179104477,0.0,1,36
Pim's - Framboise,0.4518918918918919,0.48,0.10175438596491228,0.026627218934911243,0.05159332321699544,0.0417910447761194,0.0,2,49
Chocolat Bio noir 85%,0.6783783783783784,0.14,0.5263157894736842,0.007100591715976332,0.15174506828528073,0.1791044776119403,0.0,2,49
Pâte à tartiner Milka aux noisettes,0.6218918918918919,0.5700000000000001,0.0807017543859649,0.010650887573964497,0.05766312594840667,0.03134328358208955,0.0,2,34
Snack poppé T&H,0.4594594594594595,0.061900000000000004,0.016701754385964912,0.13017751479289943,0.24582701062215476,0.12791044776119403,0.0,3,72
Philadelphia Original,0.27756756756756756,0.013000000000000001,0.24561403508771928,0.044378698224852076,0.08194233687405159,0.0029850746268656717,0.0,2,39
Amora Mayonnaise De Dijon Flacon Souple 235g,0.7327027027027028,0.015,0.0982456140350877,0.10650887573964497,0.018209408194233685,0.007462686567164179,0.0,1,41
"Ketchup zéro sel ajouré, 70% moins de sucres",0.04972972972972973,0.044000000000000004,0.0,0.002958579881656805,0.024279210925644917,0.0,0.0,5,79
Céleri rémoulade au fromage blanc,0.15594594594594594,0.02,0.017543859649122806,0.05207100591715977,0.030349013657056143,0.04477611940298507,0.0,5,78
Fourrés chocolat au lait,0.5505405405405406,0.3,0.12631578947368421,0.03076923076923077,0.11380880121396053,0.05671641791044776,0.0,2,70
Sablés chocolat,0.5616216216216217,0.28500000000000003,0.2175438596491228,0.05562130177514793,0.10166919575113809,0.04477611940298507,0.0,1,40
Chocolat noir dégustation aux éclats de framboise (70% cacao),0.6197297297297297,0.29,0.41403508771929826,0.001775147928994083,0.12139605462822457,0.0,0.0,1,64
Milka galette choco,0.5705405405405406,0.35000000000000003,0.21052631578947367,0.03550295857988166,0.08649468892261002,0.04029850746268657,0.0,1,32
Mousse au chocolat vegetal au lait de coco,0.1837837837837838,0.162,0.09298245614035087,0.013017751479289942,0.03338391502276176,0.0,0.0,3,25
Pain complet,0.28054054054054056,0.038,0.005263157894736842,0.07100591715976332,0.13201820940819423,0.09850746268656715,0.0,5,82
ST HUBERT OMEGA 3 doux 255G,0.52,0.0,0.2631578947368421,0.02485207100591716,0.0,0.0,0.0,3,52
Brioche tranchée à la crème fraîche,0.352972972972973,0.11,0.04736842105263158,0.07810650887573965,0.125948406676783,0.0,0.0,2,55
Pufuleți,0.48621621621621625,0.01,0.07894736842105263,0.03550295857988166,0.09863429438543246,0.03432835820895522,0.0,3,67
Heudebert Blé complet,0.44216216216216214,0.07400000000000001,0.03333333333333333,0.08461538461538462,0.212443095599393,0.09701492537313433,0.0,3,79
Pesto alla Genovese,0.5375675675675676,0.055,0.12456140350877191,0.18920118343195266,0.07132018209408193,0.07462686567164178,0.0,2,49
Tomi Sweet Ketchup,0.10108108108108109,0.17,0.0,0.13017751479289943,0.015174506828528072,0.0,0.0,2,74
Hazelnut Spread with Cocoa,0.6094594594594595,0.563,0.18596491228070175,0.00621301775147929,0.09559939301972685,0.0,0.0,1,32
Tartines craquantes au sarrasin,0.4354054054054054,0.026000000000000002,0.010526315789473684,0.03964497041420119,0.19726858877086492,0.06567164179104477,0.0,5,91
Sucre Cmplet Muscovado,0.4527027027027027,0.9500000000000001,0.0,0.004142011834319528,0.007587253414264036,0.0,0.0,2,75
Noir 70% Intense,0.6727027027027027,0.28,0.5087719298245614,0.001183431952662722,0.10773899848254931,0.16417910447761194,0.0,2,29
Corn Flakes 0%azúcares añadidos,0.42783783783783785,0.009000000000000001,0.007017543859649123,0.0591715976331361,0.10166919575113809,0.06567164179104477,0.0,4,48
Röstzwiebeln,0.6675675675675676,0.09,0.3684210526315789,0.06982248520710059,0.09104704097116843,0.07462686567164178,0.0,2,4
Sauce Tomate cuisinée aux petits légumes,0.1545945945945946,0.09300000000000001,0.008771929824561403,0.1715976331360947,0.0424886191198786,0.029850746268656716,0.0,3,69
Oat Drink Whole,0.06783783783783784,0.034,0.005263157894736842,0.0057692307692307696,0.01669195751138088,0.011940298507462687,0.0,4,64
Beau & bon pain de mie complet lin tournesol 320g,0.34405405405405404,0.035,0.017543859649122806,0.05325443786982249,0.16691957511380878,0.1044776119402985,0.0,5,74
Saint Agur,0.4035135135135135,0.005,0.40350877192982454,0.13017751479289943,0.24279210925644915,0.0,0.0,2,36
Sciroppo d'acero canadese,0.40054054054054056,0.8150000000000001,0.0,0.0,0.0,0.0,0.0,2,92
Bio Reiswaffeln mit Salz,0.42864864864864866,0.006,0.008771929824561403,0.01893491124260355,0.1274658573596358,0.0,0.0,4,71
Céréales Extra Pépites Chocolat Noisettes,0.5610810810810811,0.21,0.21052631578947367,0.04023668639053255,0.12139605462822457,0.08656716417910447,0.0,2,15
"9 Minis St Moret (17,8% MG)",0.23189189189189188,0.03,0.23157894736842102,0.07692307692307693,0.125948406676783,0.0,0.0,2,38
ZERO NITRITE - LE SUPERIEUR,0.13243243243243244,0.006999999999999999,0.017543859649122806,0.1183431952662722,0.33383915022761756,0.0,0.0,3,25
Cioccolato con nocciole intere,0.6578378378378379,0.3,0.3140350877192982,0.000591715976331361,0.13050075872534142,0.10293358208955224,0.0,2,44
BelVita Original Petit Déjeuner pépites de chocolat,0.49513513513513513,0.16,0.03508771929824561,0.05029585798816568,0.13050075872534142,0.10597014925373134,0.0,3,27
La Crème Entière De Normandie 30%MG,0.3254054054054054,0.032,0.3684210526315789,0.004733727810650888,0.034901365705614563,0.0,0.0,2,72
Parmigiano reggiano,0.4540540540540541,0.0,0.3508771929824561,0.0002366863905325444,0.4855842185128983,0.0,0.0,3,41
Lait,0.05081081081081081,0.0,0.017543859649122806,0.0,0.04704097116843702,0.0,0.0,5,37
Beurre gastronomique demi-sel,0.8221621621621622,0.01,0.9649122807017543,0.1183431952662722,0.01062215477996965,0.0,0.0,1,22
Câlin,0.07027027027027027,0.078,0.0017543859649122807,0.007692307692307693,0.09863429438543246,0.0014925373134328358,0.0,5,85
Kinder Bueno,0.6443243243243243,0.41200000000000003,0.30350877192982456,0.01609467455621302,0.13050075872534142,0.0,0.0,1,23
Smoked Trout From France,0.17594594594594595,0.005,0.021052631578947368,0.1775147928994083,0.33383915022761756,0.0,0.0,2,16
No Added Sugar Muesli imp,0.42405405405405405,0.16,0.015789473684210527,0.017159763313609466,0.16691957511380878,0.11641791044776119,0.0,5,67
Country Crisp 4 Baies,0.4913513513513514,0.20199999999999999,0.031578947368421054,0.001775147928994083,0.13808801213960545,0.08955223880597014,0.0,4,66
Baiocchi,0.5764864864864865,0.23,0.08771929824561403,0.03550295857988166,0.12139605462822457,0.05970149253731343,0.0,2,55
28 bâtonnets de surimi,0.13702702702702704,0.03,0.008771929824561403,0.10650887573964497,0.1062215477996965,0.0,0.0,3,28
Sucre Poudre,0.4524324324324324,1.0,0.0,0.0,0.0,0.0,0.0,2,99
Pulco à diluer - Agrumes,0.18675675675675676,0.344,0.0,0.000591715976331361,0.009104704097116842,0.0,0.0,2,77
Le Beurre Doux Leger 41%MG Barquette,0.4272972972972973,0.004,0.43684210526315786,0.01834319526627219,0.004552352048558421,0.0,0.0,2,27
Crunchy Organic Peanut Butter,0.6727027027027027,0.053,0.1543859649122807,0.0591715976331361,0.4142640248421851,0.10895522388059702,0.0,3,68
Melloeux Fruit Rouges,0.43783783783783786,0.22,0.01929824561403509,0.020118343195266276,0.08042488619119878,0.10746268656716418,0.0,4,54
pesto con rucola,0.4954054054054054,0.049,0.08771929824561403,0.1775147928994083,0.06828528072837632,0.026865671641791045,0.354,1,49
Intense Dark Organic Chocolate,0.678918918918919,0.14,0.5263157894736842,0.007692307692307693,0.15174506828528073,0.19402985074626866,0.0,2,54
Fromage blanc nature,0.09054054054054055,0.055999999999999994,0.03859649122807018,0.01627218934911243,0.1047040971168437,0.0,0.0,4,84
Feta salakis huile herbes 300g,0.33135135135135135,0.008,0.32105263157894737,0.15680473372781065,0.22154779969650984,0.0,0.0,2,42
Maxi Tranches Sans sucre ajouté Nature,0.28486486486486484,0.045,0.005263157894736842,0.06508875739644972,0.125948406676783,0.050746268656716415,0.0,5,83
Danone skyr 140 g x 2 nature,0.06594594594594595,0.039,0.0017543859649122807,0.0053254437869822485,0.15174506828528073,0.0,0.0,5,79
Biscuits Soja Figue,0.5054054054054055,0.17,0.02982456140350877,0.021301775147928994,0.18209408194233687,0.0835820895522388,0.0,4,59
Peanut Butter,0.7364864864864865,0.047,0.13333333333333333,0.03550295857988166,0.34597875569044007,0.08805970149253732,0.0,2,54
Roudor,0.5821621621621622,0.26,0.2982456140350877,0.06508875739644972,0.09408194233687404,0.029850746268656716,0.0,1,63
MAILLE Mayonnaise Fins Gourmets Bocal 320g,0.7383783783783784,0.005,0.10175438596491228,0.08875739644970415,0.028831562974203334,0.008955223880597014,0.0,2,37
Amora Sauce Crudites Nature,0.2881081081081081,0.024,0.03508771929824561,0.07692307692307693,0.007587253414264036,0.007462686567164179,0.0,3,40
Brioche tranchée nature ss additif,0.3891891891891892,0.139,0.07543859649122807,0.06508875739644972,0.1274658573596358,0.07611940298507462,0.0,3,58
Edelbitter Mild 90%,0.6756756756756757,0.073,0.5508771929824561,0.001183431952662722,0.16691957511380878,0.21791044776119403,0.0,2,34
Chavroux Pur Chèvre,0.18324324324324326,0.026000000000000002,0.15789473684210525,0.0591715976331361,0.13201820940819423,0.0,0.0,3,10
Digestives,0.5462162162162162,0.151,0.17719298245614035,0.0001923076923076923,0.1062215477996965,0.05522388059701493,0.0,2,44
Ratatouille cuisinée à la provençale,0.09351351351351352,0.057999999999999996,0.012280701754385963,0.03698224852071006,0.02276176024279211,0.03134328358208955,0.0,4,73
La crème des chefs ferme et onctueuse gastronomique,0.34054054054054056,0.11,0.3508771929824561,0.004733727810650888,0.03338391502276176,0.0,0.0,2,83
Moutarde Fine et Forte Flacon Souple,0.16378378378378378,0.02,0.012280701754385963,0.2899408284023669,0.11684370257966616,0.05671641791044776,0.0,3,55
Camembert,0.302972972972973,0.005,0.24561403508771928,0.09467455621301776,0.3186646433990895,0.0,0.0,2,44
Bio napitak od zobi,0.04162162162162162,0.044000000000000004,0.0017543859649122807,0.00591715976331361,0.006069802731411229,0.0,0.0,4,74
Pain de seigle complet Epeautre et épeautre vert,0.22783783783783784,0.032,0.008771929824561403,0.07100591715976332,0.08042488619119878,0.14477611940298507,0.0,5,102
Soyamilch,0.044054054054054055,0.025,0.005263157894736842,0.0053254437869822485,0.04552352048558422,0.007462686567164179,0.0,5,80
Perly,0.10972972972972973,0.094,0.0,0.0,0.12139605462822457,0.0,0.0,5,72
Amora Spécialité à la moutarde de Dijon aux épices et aromates Savora Bocal 385g,0.13864864864864865,0.059000000000000004,0.005263157894736842,0.2781065088757397,0.05766312594840667,0.015522388059701494,0.0,2,67
Excellence 100% cacao noir infini,0.6848648648648649,0.005,0.5964912280701754,0.002958579881656805,0.19726858877086492,0.0,0.0,2,29
Sourdough Grains & Seeds,0.2681081081081081,0.013999999999999999,0.005263157894736842,0.04881656804733728,0.16236722306525037,0.07014925373134329,0.0,5,79
03.06.2024 DEU101H 0?:14 4,0.25810810810810814,0.06,0.21052631578947367,0.10059171597633136,0.16691957511380878,0.0,0.0,2,44
Galettes de riz bio,0.5472972972972973,0.27,0.2631578947368421,0.017159763313609466,0.1062215477996965,0.0,0.0,1,74
Lulu L'Ourson Chocolat,0.44351351351351354,0.3,0.05087719298245614,0.03431952662721893,0.07890743550834597,0.025373134328358207,0.0,2,31
Sauce Béarnaise,0.5202702702702703,0.019,0.07368421052631578,0.12426035502958581,0.009104704097116842,0.0,0.0,2,42
Smooth Peanut butter,0.7294594594594594,0.042,0.12631578947368421,0.0591715976331361,0.3990895295902883,0.09701492537313433,0.0,3,28
Coco pops,0.44216216216216214,0.17,0.015789473684210527,0.038461538461538464,0.09559939301972685,0.05671641791044776,0.0,4,25
Pringles Original,0.6089189189189189,0.013999999999999999,0.11578947368421051,0.06508875739644972,0.08952959028831563,0.05223880597014925,0.0,2,74
Rich and indulgent Hazelnut,0.032972972972972976,0.032,0.0035087719298245615,0.008284023668639055,0.006069802731411229,0.004477611940298507,0.0,4,69
Nutella B-Ready,0.5883783783783784,0.47100000000000003,0.16666666666666666,0.03307692307692308,0.10925644916540211,0.0,0.0,1,30
Bio Knusper Müsli Früchte,0.3054054054054054,0.09,0.043859649122807015,0.007396449704142012,0.09104704097116843,0.07462686567164178,0.0,5,78
Grilletine Sans sucres ajoutés Blé complet,0.45675675675675675,0.021,0.042105263157894736,0.05325443786982249,0.19726858877086492,0.18955223880597014,0.0,4,75
Petits pains grillés blé complet,0.4640540540540541,0.042,0.015789473684210527,0.06508875739644972,0.15174506828528073,0.10298507462686568,0.0,5,85
All-Bran,0.3783783783783784,0.18,0.012280701754385963,0.05621301775147929,0.212443095599393,0.40298507462686567,0.0,3,38
Petit Déjeuner Chocolat,0.49891891891891893,0.27,0.06315789473684211,0.03668639053254438,0.11987860394537177,0.10149253731343283,0.0,3,31
Protein Bar,0.41621621621621624,0.0533,0.10526315789473684,0.00015443786982248522,0.7587253414264036,0.01656716417910448,0.0,3,38
Amora Sauce Crudités Caesar Bouteille 380ml,0.2632432432432433,0.036000000000000004,0.04035087719298245,0.08875739644970415,0.030349013657056143,0.007462686567164179,0.0,3,41
Vegan Mayo,0.74,0.027000000000000003,0.09298245614035087,0.08875739644970415,0.007587253414264036,0.0,0.0,2,47
Muesli,0.4172972972972973,0.16,0.015789473684210527,0.01656804733727811,0.18209408194233687,0.12388059701492538,0.0,5,67
Tartined Craquantes Châtaigne,0.4291891891891892,0.051,0.008771929824561403,0.03254437869822486,0.10925644916540211,0.029850746268656716,0.0,4,95
Organic Crisp Bread,0.5002702702702703,0.024,0.07368421052631578,0.10650887573964497,0.2731411229135053,0.14925373134328357,0.0,3,53
Pain de mie extra-moelleux nature,0.31675675675675674,0.037000000000000005,0.007017543859649123,0.05325443786982249,0.125948406676783,0.04029850746268657,0.0,5,76
Biscoff,0.5491891891891892,0.381,0.14035087719298245,0.05443786982248521,0.07435508345978756,0.019402985074626865,0.0,1,35
Maille Mayonnaise,0.7508108108108108,0.01,0.10350877192982456,0.06508875739644972,0.024279210925644917,0.007462686567164179,0.0,2,39
Muesli bio chocolat noir,0.4518918918918919,0.08900000000000001,0.0543859649122807,0.001775147928994083,0.13808801213960545,0.06119402985074626,0.0,5,86
Galettes de Maïs,0.43864864864864866,0.002,0.0035087719298245615,0.01834319526627219,0.1062215477996965,0.0,0.0,4,69
"BN - Strawberry Cookies, 285g (10oz)",0.45,0.32,0.06491228070175438,0.028402366863905328,0.08042488619119878,0.03731343283582089,0.0,2,54
faisselle,0.08594594594594594,0.045,0.05087719298245614,0.00591715976331361,0.06525037936267071,0.0,0.0,4,50
Toast brioché,0.49783783783783786,0.1,0.08771929824561403,0.06449704142011835,0.212443095599393,0.050746268656716415,0.0,2,89
Scott's Porage Oats Original 1000g,0.422972972972973,0.01,0.02631578947368421,0.0,0.16691957511380878,0.13432835820895522,0.0,5,86
Lightly Salted Low Fat Corn Cakes,0.43648648648648647,0.003,0.005263157894736842,0.01183431952662722,0.1047040971168437,0.10746268656716418,0.0,5,72
NESTLE DESSERT Noir 205g,0.617027027027027,0.46399999999999997,0.3543859649122807,0.000591715976331361,0.09104704097116843,0.10895522388059702,0.0,1,43
Biscuits Nutella B-ready x15 gaufrettes fourrées,0.5883783783783784,0.47100000000000003,0.16666666666666666,0.03307692307692308,0.10925644916540211,0.013432835820895522,0.0,1,44
Seeded Loaf (Bread),0.28216216216216217,0.040999999999999995,0.014035087719298246,0.05739644970414201,0.06828528072837632,0.14776119402985075,0.0,4,73
Nuez natural pelada,0.7975675675675675,0.017,0.10526315789473684,0.0,0.25796661608497723,0.09253731343283582,0.0,5,19
Hummus de garbanzos receta clásica,0.35162162162162164,0.001,0.057894736842105256,0.050591715976331365,0.09104704097116843,0.11940298507462686,0.0,5,73
Skyr myrtille 2 x 140 g,0.10189189189189189,0.084,0.024561403508771926,0.0057692307692307696,0.13657056145675264,0.0,0.0,5,77
Biscuits with cocoa cream,0.5518918918918919,0.3,0.16666666666666666,0.02958579881656805,0.12139605462822457,0.03731343283582089,0.0,1,47
St hubert omega 3 255 g demi sel,0.52,0.0,0.2631578947368421,0.07692307692307693,0.0,0.0,0.0,2,54
Corn flakes,0.42864864864864866,0.055,0.005263157894736842,0.052366863905325446,0.11077389984825492,0.04925373134328358,0.0,4,34
Pistacchi,0.6775675675675675,0.055999999999999994,0.11052631578947368,0.001775147928994083,0.4021244309559939,0.11343283582089551,0.0,5,33
Cracotte framboise,0.42864864864864866,0.33,0.04035087719298245,0.014201183431952664,0.07587253414264036,0.026865671641791045,0.0,2,60
Краве масло 82%,0.8402702702702702,0.005,1.0,0.001775147928994083,0.01062215477996965,0.0,0.0,1,25
Crêpes de Landerneau,0.46324324324324323,0.24,0.15964912280701754,0.10059171597633136,0.12443095599393017,0.019402985074626865,0.0,1,81
Tipiak Graine Parfumé,0.40594594594594596,0.033,0.008771929824561403,0.20710059171597633,0.19726858877086492,0.0791044776119403,0.0,3,70
Moutarde de Dijon,0.16837837837837838,0.027000000000000003,0.014035087719298246,0.38461538461538464,0.10925644916540211,0.0,0.0,2,66
Cashew-Cranberry-Mix,0.532972972972973,0.38799999999999996,0.07368421052631578,0.001183431952662722,0.15781487101669195,0.0791044776119403,0.0,4,28
Primevère doux sans huile de palme,0.6410810810810811,0.001,0.2982456140350877,0.020710059171597635,0.0015174506828528073,0.0,0.0,2,71
Emmental râpé,0.41864864864864865,0.005,0.3684210526315789,0.04911242603550296,0.40971168437025796,0.0,0.0,2,42
Saveur Barbecue,0.4608108108108108,0.069,0.015789473684210527,0.09585798816568049,0.28679817905918054,0.12686567164179105,0.0,3,72
Paysan Breton - Le Fromage Fouetté Madame Loïk - Ail et fines herbes de nos régions françaises,0.27324324324324323,0.03,0.2807017543859649,0.07692307692307693,0.08801213960546281,0.0,0.0,2,59
4 Baguettes viennoises 340g,0.3718918918918919,0.078,0.022807017543859647,0.05384615384615385,0.14719271623672228,0.04626865671641791,0.0,4,81
Kinder Country,0.632972972972973,0.49100000000000005,0.38421052631578945,0.01627218934911243,0.13050075872534142,0.029850746268656716,0.0,1,36
Tresor - Choco Nut,0.4967567567567568,0.26,0.06666666666666667,0.05562130177514793,0.10015174506828527,0.05522388059701493,0.0,2,19
Dare,0.5945945945945946,0.37,0.2807017543859649,0.02366863905325444,0.08194233687405159,0.06417910447761194,0.0,1,48
Lentilles Cuisinées à l'Auvergnate,0.1245945945945946,0.012,0.024561403508771926,0.04733727810650888,0.10015174506828527,0.05373134328358209,0.0,5,75
Fleur de Colza,1.0,0.0,0.12456140350877191,0.0,0.0,0.0,0.0,3,65
"Tropicana 100% oranges pressées sans pulpe format familial 1,5 L",0.04918918918918919,0.08900000000000001,0.0,0.0,0.012139605462822459,0.008955223880597014,0.0,3,52
Chocolat noir 80% Équateur intense et floral,0.6824324324324325,0.19,0.5087719298245614,0.0,0.15022761760242792,0.14925373134328357,0.0,2,49
Diet Nature Digestive sin azúcares,0.48621621621621625,0.005,0.02631578947368421,0.05207100591715977,0.09408194233687404,0.09701492537313433,0.0,4,54
