Food Name,Energy (KJ/100g),Sugars (g/100g),Saturated Fat (g/100g),Salt (g/100g),Proteins (g/100g),Fiber (g/100g),Fruit/Veg (%),Categories,Countries,Barcode,Nutri-Score,Ecoscore,Comprehensive Score,Scaled Score,Category
Biscuits with cocoa cream,2042.0,30.0,9.5,0.5,8.0,2.5,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","en:france, en:romania",5941194002331,1,47,19.400000000000002,3.0,Average
Biscuits Nutella B-ready x15 gaufrettes fourrées,2177.0,47.1,9.5,0.559,7.2,0.9,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, en:Barres, en:Barres chocolatées, en:Barres chocolatées biscuitées, en:Biscuits et gâteaux, en:Cacao et dérivés, en:Confiseries, en:Confiseries chocolatées, en:Snacks sucrés",en:france,8000500223369,1,44,18.200000000000003,3.0,Average
Emmental râpé,1549.0,0.5,21.0,0.83,27.0,0.0,0,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, en:cooked-pressed-cheeses, Emmentals, Fromages râpés, Emmentals râpés","en:france, en:germany, en:japan",3228021170046,2,42,18.0,3.0,Average
NESTLE DESSERT Noir 205g,2283.0,46.4,20.2,0.01,6.0,7.3,0,"Snacks, Desserts, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs",en:france,7613035040700,1,43,17.8,3.0,Average
Brioche moins de sucre,1354.0,9.3,1.1,1.0,8.4,7.2,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks sucrés, Pains, Viennoiseries, Brioches, Brioches tranchées, Brioches natures",en:france,3228857001378,3,49,21.400000000000002,3.0,Average
Baiocchi,2133.0,23.0,5.0,0.6,8.0,4.0,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Shortbread cookies,fr:Biscuits-avec-fourrage-aux-noisettes-et-au-cacao","en:france, en:germany, en:italy, en:spain, en:switzerland",8076809573252,2,55,23.2,3.0,Average
St Môret,851.0,3.0,13.2,1.2,8.3,0.0,0,"Dairies, Fermented foods, Fermented milk products, Cheeses, en:cheese-spreads",en:france,3272770098090,2,50,21.2,3.0,Average
Organic Crisp Bread,1851.0,2.4,4.2,1.8,18.0,10.0,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits laitiers, Produits fermentés, Snacks, Céréales et pommes de terre, Produits laitiers fermentés, Snacks salés, Amuse-gueules, Fromages, Fromages de vache, Pains, en:cooked-pressed-cheeses, Biscuits apéritifs, Emmentals, Pains croustillants","en:france, en:germany",4033634061020,3,53,23.000000000000004,3.0,Average
Véritable Petit Écolier Chocolat au Lait,2084.0,39.0,14.0,0.63,6.2,2.8,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Milk chocolate biscuits,Biscuit with a chocolate bar covering,Biscuit with a milk chocolate bar covering","en:algeria, en:belgium, en:france, en:switzerland",7622210421968,1,52,21.400000000000002,3.0,Average
Intense Dark Organic Chocolate,2512.0,14.0,30.0,0.13,10.0,13.0,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Chocolate bars","en:belgium, en:france, en:united-kingdom",7622210584724,2,54,22.8,3.0,Average
Granola L'original,2104.0,36.0,14.0,1.0,5.7,3.3,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Cookies, Cookies au chocolat","en:france, en:switzerland",7622300689124,1,43,17.8,3.0,Average
"BN - Strawberry Cookies, 285g (10oz)",1665.0,32.0,3.7,0.48,5.3,2.5,0,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Filled biscuits, Strawberry biscuits","en:belgium, en:france",3061990143372,2,54,22.8,3.0,Average
Chocolat noir Equateur Bio,2641.0,14.0,34.0,0.01,9.0,11.5,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates",en:france,20713713,2,49,20.8,3.0,Average
Chocolat noir 80% Équateur intense et floral,2525.0,19.0,29.0,0.0,9.9,10.0,0,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Chocolats, Chocolats noirs, Chocolats noirs extra fin, Chocolat 80 %","en:france, en:spain, en:switzerland",3760091726667,2,49,20.8,3.0,Average
Weetabix Cereal imp,1515.0,4.1999998092651,0.60000002384186,0.28000000119209,12.0,10.0,0,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","en:france, en:spain",5010029000504,5,40,19.0,3.0,Average
"Bonne Maman - Quatre Quarts, 500g (17.6oz)",1794.0,28.0,15.0,0.88,5.9,1.0,0,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Quatre-quarts",en:france,3178530405736,1,54,22.200000000000003,3.0,Average
Grany Fraise 🍓 & Framboise,1720.0,4.44,0.6,0.653,5.56,0.8,0,"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales aux fruits",en:france,3017760502399,3,55,23.8,3.0,Average
Gerblé cacao céréales,1902.0,13.0,2.2,0.17,10.0,6.1,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits secs",en:france,3175681261372,5,50,23.0,3.0,Average
Belvita petit déjeuner goût noisette et chocolat,1902.0,26.0,1.8,0.9,7.6,4.3,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",en:france,3017760803991,3,44,19.400000000000002,3.0,Average
Brioche tranchée,1494.0,10.1,3.6,1.03,7.3,1.6,0,"Snacks,Snacks sucrés,en:Sweet pastries and pies,Viennoiseries,Brioches,Brioches tranchées",en:france,20840273,2,50,21.2,3.0,Average
Figolu,1680.0,50.0,3.75,0.000938,4.69,3.12,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits fourrés, Biscuits sec fourré à la pâte de fruits","en:france, en:guadeloupe",7622201133337,2,49,20.8,3.0,Average
Coco Sans Sucres,59.0,0.0,1.1,0.07,0.1,0.0,0,"en:Beverages and beverages preparations,Alimentos e bebidas à base de plantas,Bebidas,en:Dairy substitutes,Substitutos do leite,Bebidas à base de plantas,Leites de planta,Produtos pasteurizados,Bebidas de coco","en:belgium, en:croatia, en:france, en:germany, en:hungary, en:italy, en:portugal, en:romania, en:slovenia, en:spain, en:switzerland, en:united-kingdom",5411188128311,4,40,18.4,3.0,Average
Tartine doux,2033.0,0.0,15.0,0.4,0.0,0.0,0,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines, Light margarines",en:france,3155251205302,3,51,22.200000000000003,3.0,Average
Nestlé Dessert,2285.0,46.4,20.2,0.01,6.0,7.3,0,"Snacks,Desserts,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar,Dark chocolate bar for cooking with more than 40% cocoa","en:belgium, en:france, en:germany, en:reunion, en:switzerland",7613035040823,1,43,17.8,3.0,Average
Pains au chocolat,1589.0,14.0,10.0,0.82,7.2,4.8,0,"Snacks,Snacks sucrés,en:Sweet pastries and pies,Viennoiseries,Pains au chocolat",en:france,3256540001008,2,45,19.2,3.0,Average
Thé - Biscuits,1907.0,26.0,6.7,0.7,7.5,3.4,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux secs","en:france, en:new-caledonia, en:reunion, en:switzerland",7622210476296,2,46,19.6,3.0,Average
Crousti'Son Miel 🍯🐝Sésame,1841.0,16.0,1.6,0.26,8.8,12.0,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits secs, en:Biscuits et gâteaux, en:Biscuits secs, en:Snacks sucrés","en:france, en:la-reunion, en:suisse",3175681026766,4,52,23.2,3.0,Average
Belvita Original Petit-Déjeuner miel et pépites de chocolat,1864.0,28.0,2.5,0.69,7.3,5.7,0,"Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuit aux céréales pour petit déjeuner enrichis en vitamines et minéraux","en:belgium, en:france, en:french-polynesia, en:reunion, en:switzerland",7622210713889,2,45,19.2,3.0,Average
Chocolat noir Bio 70%,2427.0,29.0,25.0,0.08,9.1,10.0,0,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates","en:belgium, en:france, en:reunion",7622210724519,2,48,20.400000000000002,3.0,Average
Prince petit dej,1966.0,28.0,8.1,0.55,7.1,3.7,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat","en:belgium, en:france, en:reunion, en:united-states",3017760306492,2,41,17.6,3.0,Average
Nusskracher Voll-Nuss,2422.0,40.2,15.5,0.21,9.0,4.2,0,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, Milk chocolates, Chocolates with hazelnuts, Milk chocolates with hazelnuts","en:bulgaria, en:france, en:germany",20005771,1,48,19.800000000000004,3.0,Average
Harrys brioche tressee nature au sucre perle sans additifs 500g,1496.0,13.0,1.0,0.8,8.6,4.5,0,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tressées, Brioches pur beurre, Brioches natures",en:france,3228857001231,4,47,21.2,3.0,Average
ORIGINAL SHREDDED WHEAT®,1522.0,0.7,0.5,0.05,12.2,12.2,0,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals","en:france, en:spain, en:united-kingdom",7613031473113,5,40,19.0,3.0,Average
Fromage blanc au lait de brebis,398.0,4.5,4.3,0.11,5.3,0.0,0,"Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Fermented dairy desserts,Plain fermented dairy desserts,Pasteurized cheeses,Sheep's-milk cheeses,fr:Fromages blancs,Fresh cream cheese with sheeps's milk,fr:Fromages blancs natures",en:france,3273220541012,4,43,19.599999999999998,3.0,Average
Belvita Brut & 5 céréales complètes,1833.0,22.0,1.4,1.4,7.8,6.1,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits petit déjeuner","en:belgium, en:france, en:luxembourg, en:new-caledonia, en:switzerland",7622210713926,2,54,22.8,3.0,Average
Parmigiano Reggiano Revet Fersk Parmesan DOP 60g,1680.0,0.0,20.0,0.004,32.0,0.0,0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Fresh foods, Cooked-pressed-cheeses, Italian cheeses, Grated cheese, Parmigiano-Reggiano","en:belgium, en:france, en:germany, en:italy, en:luxembourg, en:switzerland",8010721001509,3,41,18.200000000000003,3.0,Average
St Hubert,1924.0,0.0,16.0,0.4,0.0,0.0,0,"Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Plant-based spreads,Salted spreads,Spreadable fats,Vegetable fats,Margarines,Light margarines",en:france,3366321053307,3,54,23.400000000000002,3.0,Average
Kiri-Käse,1260.0,2.0,19.4,1.3,9.0,0.0,0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Fermentierte Lebensmittel, Fermentierte Milch, Fromages pour enfants, Käse, Milchprodukte","en:belgium, en:france, en:germany, en:luxembourg, en:switzerland",3073781131888,2,56,23.6,3.0,Average
Petit brun extra,1857.0,25.0,5.9,0.8,7.2,2.9,0,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits",en:france,7622210476241,2,53,22.400000000000002,3.0,Average
Palmito L'original,2226.0,21.0,15.0,1.4,6.1,2.4,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés, Biscuits feuilletés, Palmiers","en:belgium, en:france, en:guadeloupe, en:luxembourg, en:new-caledonia, en:reunion",3017760030106,1,57,23.400000000000002,3.0,Average
La Madeleine Pur beurre,1866.0,26.0,16.0,0.9,6.6,1.2,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Madeleines, Madeleines natures","en:france, en:switzerland",3178530402728,1,49,20.200000000000003,3.0,Average
Bastogne,2045.0,40.0,9.4,0.79,4.7,2.0,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, en:Biscuits et gâteaux, en:Snacks sucrés","en:belgium, en:france, en:french-polynesia, en:new-caledonia, en:reunion",3056440070896,1,43,17.8,3.0,Average
President emmental coeur de meule 250g,1532.0,0.5,21.0,0.6,27.0,0.0,0,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, en:cooked-pressed-cheeses, Emmentals, Fromages de France, Emmentals français",en:france,3228021170022,2,42,18.0,3.0,Average
Mints,1915.0,63.1,10.0,0.02,3.5,4.5,0,"Plant-based foods and beverages, Plant-based foods, Snacks, Condiments, Sweet snacks, Cocoa and its products, Culinary plants, Aromatic plants, Aromatic-herbs, Chocolates, Dark chocolates, Mint, Filled chocolates, Dark chocolate filled with mint confectionery","en:bulgaria, en:czech-republic, en:finland, en:france, en:germany, en:lithuania, en:spain",20706852,1,44,18.200000000000003,3.0,Average
Special Flakes Classic,1634.0,8.8,0.3,0.52,8.9,8.1,0,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Cereales y patatas, Cereales y derivados, Cereales para el desayuno, Copos, Copos de cereales, en:Extruded cereals, en:Extruded flakes, Mezclas de copos de cereales","en:france, en:spain",20621469,5,40,19.0,3.0,Average
Milk Chocolate,2276.0,9.4,3.0,0.06,6.3,0.5,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait","en:bulgaria, en:estonia, en:finland, en:france, en:germany, en:hungary, en:poland, en:romania, en:slovenia, en:spain",20005825,3,48,21.000000000000004,3.0,Average
Orangensaft,182.0,8.9,0.0,0.0,0.8,0.6,100,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices, Non-alcoholic beverages, Orange juices, Squeezed juices, Orange juices without pulp, Squeezed orange juices","en:belgium, en:france, en:luxembourg, en:reunion, en:switzerland",3502110009449,3,47,20.6,3.0,Average
Comté,1700.0,0.5,22.0,0.8,26.0,0.0,0,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages à pâte pressée cuite,Fromages de France,Fromages au lait cru,Comté,en:Aoc-cheeses,en:Labeled-cheeses,Produits-aoc,Produits-labellises","en:belgium, en:france, en:switzerland",3123930650026,2,42,18.0,3.0,Average
Pesto Basilic extra frais,1360.0,3.5,4.5,2.8,3.8,1.8,0,"Plant-based foods and beverages, Plant-based foods, Condiments, Sauces, Pasta sauces, Pestos, Green pestos, fr:Pesto Vert, en:basil","en:france, en:romania, en:switzerland",3038354199603,2,46,19.6,3.0,Average
Chocolat noir 85% Madagascar,2562.0,14.0,31.0,0.0,11.0,11.0,0,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs","en:france, en:spain",3760091722508,2,49,20.8,3.0,Average
NOIR DEGUSTATION 70% CARAMEL,2380.0,35.2,21.9,0.167,7.1,9.6,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa","en:france, en:germany, en:italy, en:spain",20177218,1,44,18.200000000000003,3.0,Average
Petit Cookies Pépites de chocolat,2134.0,35.0,17.0,0.44,7.3,3.6,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Drop cookies,Chocolate chip cookies","en:belgium, en:france, en:luxembourg, en:switzerland",3178530407396,1,52,21.400000000000002,3.0,Average
Chocolat noir 50% cacao,2140.0,46.5,18.8,0.0588,5.29,8.24,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","en:finland, en:france, en:germany, en:italy, en:latvia, en:switzerland, en:united-states",20005832,1,47,19.400000000000002,3.0,Average
Céréales All Bran Kellogg's Fibre Plus,1400.0,18.0,0.7,0.95,14.0,27.0,0,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals,Wheat bran sticks","en:belgium, en:france, en:germany, en:guadeloupe, en:italy, en:netherlands, en:spain, en:switzerland, en:united-kingdom",3159470001424,3,40,17.8,3.0,Average
Goûter pépites de chocolat,1896.0,20.0,3.7,0.27,7.3,5.1,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuit aux céréales et pépites de chocolat, Goûter pépites de chocolat","en:belgium, en:france, en:french-polynesia, en:reunion, en:switzerland",3251490307002,3,52,22.6,3.0,Average
Belvita original  - Biscuits petit déjeuner miel & pépites de chocolat,1864.0,28.0,2.5,0.69,7.3,5.7,0,Biscuits secs,"en:france, en:reunion, en:switzerland",7622210713902,2,45,19.2,3.0,Average
Pim's Sinaasappel,1670.0,48.0,5.8,0.44,3.3,2.5,0,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Génoises fourrées aux fruits et nappées de chocolat","en:belgium, en:france, en:netherlands, en:spain, en:switzerland",5410041005707,2,49,20.8,3.0,Average
Multivitamin Capri-Sun,130.0,7.3,0.0,0.0,0.0,0.0,0,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Sweetened beverages, Aliments et boissons à base de végétaux, Boissons, Boissons aux fruits, Boissons avec sucre ajouté, Boissons à base de végétaux","en:belgium, en:france, en:belgique, en:suisse",4000177158319,1,45,18.6,3.0,Average
Biscuit complet au germe de blé,1830.0,19.0,1.19,0.238,8.33,7.14,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,fr:Biscuit complet au germe de blé","en:france, en:guadeloupe, en:morocco, en:reunion, en:switzerland",3251490320001,3,52,22.6,3.0,Average
Petites Madeleines pépites chocolat,1894.0,30.0,3.5,0.76,5.5,1.2,0,"Snacks,Desserts,Snacks sucrés,Biscuits et gâteaux,Gâteaux,Gâteaux au chocolat,Madeleines,Madeleines au chocolat","en:france, en:switzerland",3178530410143,2,42,18.0,3.0,Average
Pistaches de Californie,2530.0,5.6,6.3,1.48,26.5,7.6,0,"Plant-based foods and beverages,Plant-based foods,Snacks,Salty snacks,Nuts and their products,Nuts,Pistachios,Roasted pistachios,Salted nuts","en:belgium, en:czech-republic, en:france, en:germany, en:morocco, en:portugal, en:spain",20005719,3,47,20.6,3.0,Average
Brioche Tranchée Recette Classique,1450.0,15.0,4.3,1.1,8.0,5.0,0,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tranchées, Brioches-natures",en:france,3228857001316,3,49,21.400000000000002,3.0,Average
Čokoláda,2276.0,45.6,22.0,0.01,4.8,0.0,0,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates","en:croatia, en:czech-republic, en:france, en:spain",20022471,1,47,19.400000000000002,3.0,Average
NESTLE CHOCAPIC BIO Céréales,1650.0,22.5,1.6,0.22,8.8,7.9,0,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Chocolate cereals,Extruded cereals,Chocolate wheat shells","en:belgium, en:france, en:luxembourg, en:reunion",7613036669146,5,50,23.0,3.0,Average
Haselnuss,2312.0,50.4,16.9,0.22,7.9,2.5,0,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Milk chocolates, Chocolates with hazelnuts, Dark chocolate bar with less than 70% cocoa, Milk chocolates with hazelnuts","en:bulgaria, en:france",20029838,1,58,23.800000000000004,3.0,Average
Pim's - Framboise,1672.0,48.0,5.8,0.45,3.4,2.8,0,"Snacks,Desserts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Cakes,Chocolate biscuits,Jaffa cakes","en:belgium, en:france, en:morocco, en:spain, en:switzerland",5410041040807,2,49,20.8,3.0,Average
Cioccolato con nocciole intere,2434.0,30.0,17.9,0.01,8.6,6.89655,0,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, Dark chocolates, Chocolates with hazelnuts, Dark chocolates with hazelnuts","en:belgium, en:france, en:germany, en:netherlands, en:poland, en:spain, en:switzerland",20815356,2,44,18.8,3.0,Average
"BN - French Casse Croute Biscuits, 375g (13.2oz)",1590.0,25.6,1.88,0.00156,7.5,2.5,0,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Biscuits",en:france,3061990143594,3,44,19.400000000000002,3.0,Average
Chocolat Bio noir 85%,2510.0,14.0,30.0,0.12,10.0,12.0,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs","en:belgium, en:france, en:reunion",7622210869616,2,49,20.8,3.0,Average
Petit écolier chocolat noir,2101.0,36.0,16.0,0.56,6.4,4.4,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Chocolate biscuits,Dark chocolate biscuits,Biscuit with a chocolate bar covering,Biscuit with a dark chocolate bar covering","en:france, en:germany, en:reunion, en:spain, en:switzerland",5410041010800,1,36,15.0,2.5,Average
Granola,2054.0,28.0,12.0,1.18,5.9,3.5,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Shortbread cookies,Biscuit with chocolate covering,Digestives covered with chocolate,Shortbread cookie with chocolate","en:belgium, en:france, en:martinique, en:reunion, en:switzerland, en:united-states",7622210601988,1,40,16.6,2.5,Average
Brazil nuts,2930.0,2.67,16.3,8.33e-05,17.0,10.0,0,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Shelled nuts,Brazil nuts,Shelled Brazil nuts","en:austria, en:france, en:germany, en:ireland, en:spain",20202392,3,27,12.600000000000001,2.5,Average
Milka galette choco,2111.0,35.0,12.0,0.6,5.7,2.7,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Cakes,Chocolate biscuits,Filled biscuits,Chocolate sandwich cookies","en:france, en:germany, en:morocco, en:spain",7622210100917,1,32,13.4,2.5,Average
Roquefort Société,1510.0,0.0,22.5,3.35,19.0,0.0,0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Blue-veined cheeses, French blue-veined cheeses, Sheep's-milk cheeses, Roquefort cheeses","en:france, en:luxembourg",3023260030980,1,28,11.8,2.5,Average
caramel a la pointe de sel,2176.0,52.0,17.0,0.4,5.4,0.0,0,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Salted chocolates, Fleur de sel chocolates, Caramel chocolates, Dark chocolate bar, Dark chocolate with caramel, Extra fine dark chocolates, en:dark-chocolates-with-fleur-de-sel",en:france,3046920022507,1,29,12.200000000000001,2.5,Average
Cruesli Chocolat noir,1906.0,16.0,4.9,0.48,8.1,10.0,0,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Crunchy cereal clusters, Cereal clusters with chocolate","en:belgium, en:france, en:french-polynesia, en:italy, en:new-caledonia, en:reunion, en:spain, en:switzerland",3168930010906,3,25,11.8,2.5,Average
Prince Goût Tout Choco Au Blé Complet,1947.0,34.0,5.7,0.54,7.1,5.1,0,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Biscuits au chocolat, Biscuits au chocolat au lait, Biscuits et gâteaux, Biscuits fourrés, Snacks sucrés, en:filled-biscuits","en:france, en:la-reunion, en:etats-unis",7622210450098,2,27,12.0,2.5,Average
Excellence Extra Fondant Lait,2372.0,50.0,23.0,0.28,6.4,0.0,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats au lait",en:france,3046920010283,1,33,13.8,2.5,Average
