Food Name,Energy (KJ/100g),Sugars (g/100g),Saturated Fat (g/100g),Salt (g/100g),Proteins (g/100g),Fiber (g/100g),Fruit/Veg (%),Categories,Countries,Barcode,Nutri-Score,Ecoscore,Comprehensive Score,Scaled Score,Category
Sablés chocolat,2078.0,28.5,12.4,0.94,6.7,3.0,0,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait,Biscuits sablés,Sablés nappés de chocolat,Sablés au chocolat",en:france,5000168198514,1,40,16.6,2.5,Average
Flutes aux 3 graines,2098.0,3.0,8.0,1.3,15.0,6.0,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Graines, Snacks sucrés, Amuse-gueules, Céréales et dérivés, Biscuits et gâteaux, Céréales en grains, Pains, Biscuits apéritifs, Lins, Sésame, Gressins, Graines de pavot, Flûtes droites aux graines",en:france,7610216210464,2,27,12.0,2.5,Average
Cacahuètes - grillées & salées,2562.0,5.2,7.8,1.0,24.4,8.2,0,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Snacks, Légumineuses, Snacks salés, Fruits à coques et dérivés, Fruits à coques, Fruits à coque grillés, Cacahuètes, Fruits à coque salés, Cacahuète grillée salée, Cacahuètes grillées, Cacahuètes salées, Cacahuètes décortiquées","en:belgium, en:bulgaria, en:france, en:hungary, en:spain, en:sweden",20014384,3,23,11.0,2.5,Average
Noir intense dessert 70%,2247.0,30.0,22.0,0.3,9.0,0.0,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs",en:france,3046920021043,1,28,11.8,2.5,Average
Weetabix,1515.0,4.4,0.6,0.275,12.0,10.0,0,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","en:france, en:ireland, en:united-kingdom",5010029000016,5,28,14.200000000000001,2.5,Average
Green and Black's Organic 70% Dark Chocolate Bar,2427.0,29.0,25.0,0.0,9.1,10.0,0,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolates,Dark chocolates,Chocolate bars","en:france, en:sweden, en:united-kingdom",7622210578464,2,40,17.2,2.5,Average
Noir Extra,2119.0,52.0,18.0,0.01,4.9,7.2,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats noirs en tablette, Chocolats noirs extra fin, Chocolat-noir-extra, Chocolats noir à croquer",en:france,3664346305860,1,29,12.200000000000001,2.5,Average
Belvita Petit Déjeuner Chocolat,1846.0,27.0,3.6,0.62,7.9,6.8,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits","en:belgium, en:france, en:guadeloupe, en:luxembourg, en:belgique, en:la-reunion, en:suisse",7622210713780,3,31,14.2,2.5,Average
Chocolat Noir Corsé,2306.0,34.6,22.4,0.02,8.4,10.6,0,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs","en:france, en:germany, en:martinique, en:reunion",7613035898646,2,34,14.8,2.5,Average
Mousse au chocolat vegetal au lait de coco,680.0,16.2,5.3,0.22,2.2,0.0,0,"Plant-based foods and beverages,Dairies,Dairy substitutes,Desserts,Dairy desserts,Non-dairy desserts,Chocolate desserts,Sweet mousses,Dairy Mousses,Chocolate mousses,Vegan chocolate mousses",en:france,3608580942764,3,25,11.8,2.5,Average
Lait noisettes entière,2307.0,43.0,14.0,0.18,9.3,5.1,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates,Chocolates with hazelnuts","en:france, en:luxembourg, en:algerie",7622210995063,1,33,13.8,2.5,Average
Excellence 85% Cacao Chocolat Noir Puissant,2418.0,15.0,27.0,0.02,12.5,0.0,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar","en:austria, en:belgium, en:france, en:germany, en:italy, en:morocco, en:netherlands, en:reunion, en:spain, en:switzerland",3046920022606,1,29,12.200000000000001,2.5,Average
Cashews,2510.0,6.5,9.0,0.02,20.5,5.2,100,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashew nuts","en:austria, en:belgium, en:croatia, en:france, en:germany, en:hungary, en:italy, en:spain, en:sweden, en:switzerland, en:united-kingdom",20267605,4,30,14.4,2.5,Average
Granola LU,2104.0,36.0,14.0,1.0,5.7,3.3,0,"Snacks,Desserts,Snacks sucrés,Biscuits et gâteaux,Biscuits,en:Biscuits au chocolat,en:Biscuits et gâteaux,en:Snacks sucrés",en:france,3017760756198,1,40,16.6,2.5,Average
Leerdammer original 8 tranches 200g,1460.0,0.1,18.5,1.5,26.0,0.0,0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Frozen foods, Cow cheeses, en:sliced-cheeses",en:france,8721800402055,2,35,15.2,2.5,Average
"Chocolat noir extra-fin, traditionnel.",2380.0,17.0,29.0,5e-05,10.0,0.0,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa","en:australia, en:france, en:germany, en:italy, en:new-zealand, en:spain, en:switzerland",3046920010047,1,39,16.200000000000003,2.5,Average
Mars,1890.0,61.6,8.38,0.42,4.04,1.24,0,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Biscuits et gâteaux, Confiseries chocolatées, Barres chocolatées, Barres chocolatées au caramel, Barre au chocolat sans biscuit","en:france, en:germany, en:hungary, en:morocco, en:poland",5000159407236,1,34,14.200000000000001,2.5,Average
Mikado chocolat au lait,2032.0,33.0,11.0,0.8,6.8,3.3,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits au chocolat au lait, Biscuits bâtonnets au chocolat, en:Biscuits au chocolat, en:Biscuits au chocolat au lait, en:Biscuits bâtonnets au chocolat, en:Biscuits et gâteaux, en:Biscuits nappés au chocolat, en:Snacks sucrés","en:france, en:belgique, en:espagne, en:suisse",3017760686792,1,32,13.4,2.5,Average
Saint Agur,1493.0,0.5,23.0,2.2,16.0,0.0,0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Cow cheeses, Blue-veined cheeses, French blue-veined cheeses, Pasteurized cheeses",en:france,3341504005540,2,36,15.6,2.5,Average
Céréales Chocapic,1638.0,22.4,2.0,0.22,8.8,7.5,0,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Chocolate cereals,Aliments d'origine végétale,Aliments et boissons à base de végétaux,Céréales au chocolat,Céréales et dérivés,Céréales et pommes de terre,Céréales extrudées,Céréales pour petit déjeuner enrichies en vitamines et minéraux,Céréales pour petit-déjeuner,Petit-déjeuners,Pétales de blé chocolatés,Pétales de blé chocolatés enrichis en vitamines et minéraux","en:france, en:french-polynesia, en:guadeloupe, en:martinique, en:morocco, en:new-caledonia, en:reunion, en:switzerland",7613034626844,5,28,14.200000000000001,2.5,Average
Czekolada gorzka 95%,2453.0,2.3,31.0,0.03,12.5,10.0,0,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Extra fine dark chocolates","en:france, en:germany, en:spain",20815882,2,34,14.8,2.5,Average
"chocolat Noir Délicat Doux 85,% cacao",2526.0,14.0,33.0,0.025,8.9,0.0,0,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, en:dark-chocolates","en:austria, en:czech-republic, en:france, en:germany",3046920029681,1,38,15.8,2.5,Average
Chocolat au lait du Pays Alpin,2260.0,55.1,18.6,0.276,6.59,2.28,0,"Snacks, Cacao et dérivés, Chocolats, Chocolats au lait, Snacks sucrés, Chocolates-con-leche, en:milk-chocolates",en:france,3045140105502,1,33,13.8,2.5,Average
Chocolat Noir - l'Original,2218.0,53.5,18.5,0.0,5.1,7.5,0,"Snacks, Desserts, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs",en:france,5410081200445,1,29,12.200000000000001,2.5,Average
Milka Tablette Noisette,2346.0,45.0,16.0,0.22,8.2,3.7,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait, Chocolats aux noisettes, Chocolats au lait aux noisettes","en:algeria, en:austria, en:czech-republic, en:france, en:germany, en:switzerland",3045140118502,1,33,13.8,2.5,Average
Prince Goût Vanille,1966.0,35.0,5.3,0.55,5.1,2.3,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés",en:france,7622210449979,2,27,12.0,2.5,Average
"Sweet & Salty Nut chocolat noir et mélange de noix, 5 barres de 30 g",1940.0,23.3,8.8,0.93,9.5,10.1,0,"Snacks, Sweet snacks, Bars, Cereal bars, Nuts cereal bars, Cereal bar with almonds or hazelnuts, Chocolate cereal bars, Cereal bar with almonds, fr:Barres de cé, fr:Barres de céréales à la cacahuète",en:france,8410076610621,2,39,16.8,2.5,Average
Crownfield Special Flakes Red Fruit,1620.0,11.5,0.7,0.37,8.9,6.5,0,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Extruded cereals,Cereal flakes with fruits","en:belgium, en:czech-republic, en:finland, en:france, en:germany",20621452,5,29,14.600000000000001,2.5,Average
"LU - Grany Chocolate 5 Cereals Bar x6, 125g (4.5oz)",1864.0,24.0,7.6,0.68,5.4,4.4,0,"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales au chocolat","en:france, en:guadeloupe",3392460511200,2,35,15.2,2.5,Average
Coco pops,1636.0,17.0,0.9,0.65,6.3,3.8,0,"en:Plant-based foods and beverages, en:Plant-based foods, en:Breakfasts, en:Cereals and potatoes, en:Cereals and their products, en:Frozen foods, en:Breakfast cereals, en:Chocolate cereals, en:Puffed grains, en:Breakfast cereals fortified with vitamins and chemical elements, en:Puffed cereals, أرز منتفخ, en:Chocolate puffed rice, en:Chocolate puffed rice fortified with vitamins and chemical elements, en:cereales-au-chocolat, en:cereales-soufflees, en:grains-soufflees, fr:Riz soufflé goût chocolat","en:france, en:italy, en:belgica, en:espagne, en:francia, en:suiza",5053827192699,4,25,12.4,2.5,Average
La vache qui rit,955.0,6.0,12.0,1.7,11.0,0.0,0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Spreads, Salted spreads, Cheese spreads, Produits laitiers  Produits fermentés  Produits laitiers fermentés  Fromages, en:melted-cheese",en:france,3073781192186,2,38,16.400000000000002,2.5,Average
Nutella B-Ready 6pk 132g,2177.0,47.1,9.5,0.559,7.2,0.0,0,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Biscuits and cakes,Biscuits,Wafers,Stuffed wafers,Hazelnut cream stuffed wafers","en:belgium, en:france, en:germany, en:italy, en:luxembourg, en:martinique, en:mauritius, en:morocco, en:new-caledonia, en:reunion, en:spain, en:switzerland, en:taiwan, en:thailand, en:united-kingdom",8000500227848,1,30,12.6,2.5,Average
Garlic & Herbs Soft French Cheese,1635.0,2.5,26.0,1.23,8.5,0.0,0,"Dairies, Fermented foods, Fermented milk products, Spreads, Cheeses, Salted spreads, Cow cheeses, Fresh foods, French cheeses, Pasteurized cheeses, Cheese spreads, Cream cheeses, Industrial cheese, Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured","en:belgium, en:france, en:germany, en:switzerland, en:united-kingdom",3175460000017,2,37,16.0,2.5,Average
Crunchy Peanut Butter,2660.0,3.8,7.9,1.0,27.7,67.0,0,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters, Crunchy peanut butters","en:france, en:united-kingdom",5013665108801,3,38,17.0,2.5,Average
Kinder Country,2342.0,49.1,21.9,0.275,8.6,2.0,0,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Confiseries chocolatées, Barres de céréales, Barres chocolatées, Barres chocolatées au lait et aux céréales","en:austria, en:france, en:germany, en:italy, en:switzerland",4008400260921,1,36,15.0,2.5,Average
Noir - Noisettes Entières,2366.0,40.0,16.0,0.01,7.3,7.8,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats aux noisettes, Chocolats noirs aux noisettes, Chocolats noirs extra fin","en:france, en:guadeloupe",7622210995087,1,29,12.200000000000001,2.5,Average
All-Bran,1400.0,18.0,0.7,0.95,14.0,27.0,0,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","en:france, en:jersey, en:united-kingdom",5000127142190,3,38,17.0,2.5,Average
Petit Déjeuner Chocolat,1846.0,27.0,3.6,0.62,7.9,6.8,0,"Snacks, Petit-déjeuners, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits secs, Biscuit sec pour petit déjeuner, Biscuit sec pour petit déjeuner au chocolat","en:belgium, en:france, en:reunion, en:switzerland",7622210713803,3,31,14.2,2.5,Average
NESTLE CHOCAPIC Céréales 750g,1638.0,22.4,2.0,0.22,8.8,7.5,0,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Chocolate cereals,Chocolate wheat shells","en:france, en:spain, en:switzerland",7613034947611,5,30,15.0,2.5,Average
Cashew-Cranberry-Mix,1972.0,38.8,4.2,0.02,10.4,5.3,0,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Nuts and their products,Dried products,Nuts,Dried plant-based foods,Dried fruits,Dried mixed fruits,Cashew nuts","en:belgium, en:bulgaria, en:croatia, en:france, en:germany, en:italy",20815400,4,28,13.600000000000001,2.5,Average
Pistacchi,2507.0,5.6,6.3,0.03,26.5,7.6,0,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Pistachios,Roasted pistachios","en:france, en:germany, en:italy, en:spain",20337292,5,33,16.200000000000003,2.5,Average
La bûche Sainte-Maure (Poitou-Charentes,1208.0,1.0,16.0,1.5,20.0,0.0,0,"Dairies, Fermented foods, Fermented milk products, Cheeses, Goat cheeses, Pasteurized cheeses, Bûche de chèvre, Fromages de France, Fromages à pâte molle à croûte naturelle",en:france,3523230028431,2,31,13.6,2.5,Average
"Ferrero - Nutella Biscuits Tube, 166g (5.9oz) 20days",2158.0,35.8,11.5,0.559,7.9,0.0,0,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Filled biscuits","en:france, en:italy",8000500310397,1,35,14.6,2.5,Average
Huile d'olive vierge extra,3404.0,0.0,14.0,0.0,0.0,0.0,0,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Extra-virgin olive oils,Virgin olive oils","en:belgium, en:france, en:switzerland",4056489141877,3,39,17.400000000000002,2.5,Average
Corn Flakes,1604.0,8.0,0.2,1.1,7.0,3.0,0,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Extruded cereals,Extruded flakes,Corn flakes","en:belgium, en:france, en:germany, en:italy, en:luxembourg, en:martinique, en:mexico, en:reunion, en:spain, en:switzerland, en:united-kingdom",3159470000120,4,29,14.000000000000002,2.5,Average
Crunchy Avoine & Chocolat Noir x 5 x 2 barres de 21 g,1981.0,26.8,3.4,0.65,8.7,7.0,0,"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales au chocolat",en:france,8410076601148,3,36,16.2,2.5,Average
BelVita Original Petit Déjeuner pépites de chocolat,1832.0,16.0,2.0,0.85,8.6,7.1,0,"Snacks, Breakfasts, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, fr:Biscuits-alleges, fr:Biscuits-aux-cereales, fr:Biscuits-petits-dejeuners","en:belgium, en:france, en:luxembourg, en:switzerland",3017760472890,3,27,12.600000000000001,2.5,Average
Prince -  Goût Lait -  Choco Au Blé Compet,2003.0,34.0,6.1,0.52,6.0,3.2,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Filled biscuits","en:canada, en:france, en:switzerland",7622210450029,2,27,12.0,2.5,Average
Biscuits goût chocolat,1944.0,30.0,8.6,0.47,6.5,3.9,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés","en:belgium, en:france, en:reunion, en:switzerland",3061990143365,2,31,13.6,2.5,Average
Chocolat noir 47% et pointe de fleur de sel,2200.0,47.0,19.0,0.37,5.7,0.0,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats salés, Chocolats noirs salés","en:france, en:switzerland",3046920027885,1,27,11.4,2.5,Average
Multicéréales goût chocolat,1953.0,31.0,5.1,0.59,6.5,4.6,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés","en:france, en:reunion",7622210449313,2,39,16.8,2.5,Average
Lindt Excellence 90% 100g,2590.0,7.0,30.0,0.03,10.0,14.0,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Extra fine dark chocolates","en:algeria, en:belgium, en:czech-republic, en:finland, en:france, en:french-polynesia, en:germany, en:italy, en:mauritius, en:morocco, en:netherlands, en:reunion, en:singapore, en:spain, en:sweden, en:switzerland, en:united-kingdom",3046920029759,2,29,12.8,2.5,Average
Paahdettu maapähkinä,2592.0,5.3,7.9,0.04,24.7,8.3,0,"en:Plant-based foods and beverages,en:Plant-based foods,en:Legumes and their products,en:Snacks,en:Legumes,en:Salty snacks,en:Appetizers,en:Nuts and their products,en:Nuts,en:Roasted nuts,en:Peanuts,en:Salted nuts,en:Roasted peanuts","en:france, en:spain",20615420,3,33,15.0,2.5,Average
Smooth Peanut butter,2699.0,4.2,7.2,1.0,26.3,6.5,0,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters","en:france, en:united-kingdom",5013665109389,3,28,13.0,2.5,Average
Lulu L'Ourson Chocolat,1641.0,30.0,2.9,0.58,5.2,1.7,0,"Snacks, Desserts, Snacks sucrés, Biscuits et gâteaux, Biscuits, Gâteaux, Gâteaux au chocolat","en:france, en:switzerland",3048282322646,2,31,13.6,2.5,Average
Philadelphia Original,1027.0,1.3,14.0,0.75,5.4,0.2,0,"Dairies, Fermented foods, Fermented milk products, Spreads, Cheeses, Salted spreads, Cheese spreads","en:belgium, en:france, en:germany, en:italy, en:japan, en:mexico, en:morocco, en:spain, en:switzerland",7622300441937,2,39,16.8,2.5,Average
Excellence 100% cacao noir infini,2534.0,0.5,34.0,0.05,13.0,0.0,0,"Botanas,Snacks dulces,Cacao y sus productos,Chocolates,Chocolates negros","en:austria, en:france, en:germany, en:italy, en:spain",3046920016377,2,29,12.8,2.5,Average
Kinder Cards,2135.0,42.9,13.5,0.445,11.5,0.0,0,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Wafers,Stuffed wafers,Chocolate stuffed wafers","en:belgium, en:finland, en:france, en:germany, en:hungary, en:italy, en:luxembourg, en:romania, en:spain, en:sweden, en:switzerland",8000500269169,1,35,14.6,2.5,Average
The Original Speculoos,2026.0,38.1,8.0,0.925,4.9,1.3,0,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Spéculoos","en:belgium, en:france",5410126806069,1,40,16.6,2.5,Average
Petit Billy Moulé à la main,801.0,2.5,10.5,0.9,12.0,0.0,0,"Cubic-appetizer-cheese, Fromages, Fromages de chèvre, Produits fermentés, Produits laitiers, Produits laitiers fermentés, en:goat-cheeses",en:france,3273220012123,3,17,8.600000000000001,2.0,Average
Kinder Bueno White 39g,2380.0,43.9,16.8,0.33,8.5,0.0,0,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Biscuits and cakes,Biscuits and crackers,Chocolate candies,Bars,Biscuits,Candy chocolate bars,Chocolate confectioneries filled with wafer","en:belgium, en:bulgaria, en:france, en:germany, en:hungary, en:italy, en:poland, en:romania, en:serbia, en:switzerland",80761761,1,22,9.4,2.0,Average
"Kinder - Delice x10, 390g (13.8oz)",1901.0,41.0,13.1,0.262,5.5,2.86,0,"Snacks,Desserts,Snacks sucrés,Cacao et dérivés,Confiseries,Biscuits et gâteaux,Confiseries chocolatées,Biscuits,Gâteaux,Biscuits au chocolat,Gâteaux au chocolat","en:france, en:germany, en:italy",8000500267103,1,17,7.4,2.0,Average
L'Original noir,2209.0,53.0,18.0,0.0,5.0,7.3,0,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs","en:belgium, en:france",5410081201039,1,15,6.6,2.0,Average
Chocolat noir - 85% cacao,2395.0,12.9,28.2,0.03,10.8,14.5,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","en:austria, en:belgium, en:estonia, en:finland, en:france, en:germany, en:italy, en:lithuania, en:slovakia, en:slovenia, en:spain, en:united-kingdom",20995553,2,19,8.8,2.0,Average
Doux 70% noir subtil,2530.0,29.0,29.0,0.0275,6.9,0.0,0,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa","en:australia, en:denmark, en:france, en:germany, en:morocco, en:new-zealand, en:spain, en:switzerland",3046920029780,1,15,6.6,2.0,Average
Kinder Bueno,2384.0,41.2,17.3,0.272,8.6,0.0,0,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Bars, Chocolate candies, Bars covered with chocolate, Chocolate biscuity bars, Chocolate nuts cookie bars","en:algeria, en:belgium, en:france, en:germany, en:italy, en:morocco, en:spain, en:switzerland, en:tunisia, en:united-kingdom, en:united-states",8000500037560,1,23,9.8,2.0,Average
M&M's peanut,2190.0,53.0,11.0,0.11,9.8,0.0,0,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Bonbons de chocolat, Fruits à coques enrobés de chocolat, Cacahuètes au chocolat","en:belgium, en:france, en:germany, en:italy, en:switzerland",5000159492737,1,16,7.0,2.0,Average
Chavroux Pur Chèvre,678.0,2.6,9.0,1.0,8.7,0.0,0,"Fromages, Fromages de chèvre, Produits fermentés, Produits laitiers, Produits laitiers fermentés, Surgelés, en:goat-cheeses",en:france,3272770016131,3,10,5.8,2.0,Average
Banania Original - Cacao Céréales Touche De Banane & Miel,1577.0,69.0,1.4,0.06,5.6,6.7,0,"Beverages and beverages preparations,Beverages,Breakfasts,Cocoa and its products,Hot beverages,Beverage preparations,Cocoa and chocolate powders,Instant beverages,Chocolate powders,Sweetened beverages,fr:Poudre chocolatée","en:france, en:germany",3700278400881,4,-7,-0.40000000000000036,1.5,Average
Cola Cao El Original,288.0,9.1,1.1,0.12,3.4,0.5,0,"Beverages,Breakfasts,Cocoa and its products,Cocoa and chocolate powders,Instant beverages,Chocolate powders","en:france, en:spain",8410014478733,4,0,2.4,1.5,Average
Original,761.0,37.1,0.667,0.11,2.29,3.19,0,"Beverages, Snacks, Breakfasts, Sweet snacks, Cocoa and its products, Hot beverages, Cocoa and chocolate powders, Instant beverages, Cocoa powders, Chocolate powders, Cocoa powder for beverages with sugar, Sweetened beverages",en:france,3034470003107,4,-17,-4.4,1.0,Average
Le Choco,1678.0,65.8,4.2,0.12,6.8,9.1,0,"Beverages, Breakfasts, Cocoa and its products, Hot beverages, Cocoa and chocolate powders, Instant beverages, Non-alcoholic beverages, Cocoa powders, Chocolate powders, Cocoa powder for beverages with sugar","en:belgium, en:france, en:guadeloupe, en:martinique, en:new-caledonia, en:reunion",3033710065783,4,-20,-5.6,1.0,Average
